TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
1,Manual,TC01_Verify Exposure Amount Auto-Population with Turnover Exposure Base_Casualty_New Business_AC1,The objective of this test case is to validate that when a user creates a new business transaction for Casualty LOB with Turnover as exposure base, the exposure amount is automatically populated in the Claims tab of Risk Analysis screen,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen with all required fields,MM-Casualty/CAMS-4436 Exposure Amount Auto-Population,ToDo,Middle Market,CAMS-4436,High,Positive
2,,,,"5. Navigate to Risk Analysis screen and click on Claims tab","5. User should be able to view Claims tab under Risk Analysis screen",,ToDo,,,
2,,,,"6. Verify Exposure Amount field is automatically populated with 250,000 USD","6. User should see the exposure amount field automatically populated with 250,000 (same as Revenue exposure value)",,ToDo,,,
3,Manual,TC03_Verify Exposure Amount Calculation with Multiple NAICS Codes_Casualty_New Business_AC1,The objective of this test case is to validate that when multiple NAICS codes with Turnover/Revenue exposure base are selected, the exposure amount is calculated as the sum of all exposure values in the Claims tab,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Multiple NAICS Sum,ToDo,Middle Market,CAMS-4436,High,Positive
3,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
3,,,,"3. Navigate to Casualty screen and select multiple NAICS codes for Canada location","3. User should be able to select multiple NAICS codes on Casualty screen",,ToDo,,,
3,,,,"4. Enter Turnover exposure base values for first NAICS code: 50,000","4. First exposure value should be entered successfully",,ToDo,,,
3,,,,"5. Enter Turnover exposure base values for second NAICS code: 75,000","5. Second exposure value should be entered successfully",,ToDo,,,
3,,,,"6. Enter Turnover exposure base values for third NAICS code: 25,000","6. Third exposure value should be entered successfully",,ToDo,,,
3,,,,"7. Navigate to Risk Analysis screen and click on Claims tab","7. User should be able to access Claims tab",,ToDo,,,
3,,,,"8. Verify Exposure Amount field is populated with sum: 150,000","8. User should see the exposure amount automatically calculated as 150,000 (50,000 + 75,000 + 25,000)",,ToDo,,,
4,Manual,TC04_Verify Exposure Amount Across Multiple Geographic Scopes (Canada USA Rest of World)_Casualty_New Business_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly when NAICS codes are selected for multiple geographic locations (Canada USA and Rest of World),1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Multi-Geographic,ToDo,Middle Market,CAMS-4436,High,Positive
4,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
4,,,,"3. Navigate to Casualty screen and add exposure for Canada location with Turnover: 100,000 CAD","3. Canada exposure should be added successfully",,ToDo,,,
4,,,,"4. Add exposure for USA location with Turnover: 80,000 USD","4. USA exposure should be added successfully",,ToDo,,,
4,,,,"5. Add exposure for Rest of World location with Turnover: 60,000 EUR","5. Rest of World exposure should be added successfully",,ToDo,,,
4,,,,"6. Navigate to Risk Analysis screen and click on Claims tab","6. User should be able to access Claims tab",,ToDo,,,
4,,,,"7. Verify Exposure Amount is sum of all geographic locations: 240,000 (in submission currency)","7. User should see exposure amount calculated across all geographic scopes with proper currency conversion if needed",,ToDo,,,
5,Manual,TC05_Verify Exposure Amount Blank When No Turnover or Revenue Exposure Base Selected_Casualty_New Business_AC2,The objective of this test case is to validate that when no Turnover or Revenue exposure base is selected for any NAICS code, the Exposure Amount field remains blank in the Claims tab,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 No Exposure Base,ToDo,Middle Market,CAMS-4436,High,Positive
5,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
5,,,,"3. Navigate to Casualty screen and select NAICS codes without selecting Turnover or Revenue exposure base","3. User should be able to select NAICS codes without any exposure base defined",,ToDo,,,
5,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
5,,,,"5. Verify Exposure Amount field is blank (not populated)","5. User should see the Exposure Amount field displayed but empty, indicating manual entry required",,ToDo,,,
5,,,,"6. Verify Exposure Amount field is editable for manual input","6. Exposure Amount field should be enabled for user to manually update with value",,ToDo,,,
6,Manual,TC06_Verify Info Bubble Display for Exposure Amount Field_Casualty_New Business_AC3,The objective of this test case is to validate that an info bubble is displayed for the Exposure Amount field with the message Please enter the turnover/revenue value in the exposure amount,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Info Bubble,ToDo,Middle Market,CAMS-4436,High,Positive
6,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
6,,,,"3. Navigate to Casualty screen and select NAICS codes","3. User should be able to select NAICS codes",,ToDo,,,
6,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
6,,,,"5. Hover over or click the info icon next to Exposure Amount field","5. User should see the info bubble appear",,ToDo,,,
6,,,,"6. Verify info bubble message reads: Please enter the turnover/revenue value in the exposure amount","6. User should see the correct info message displayed in the bubble",,ToDo,,,
7,Manual,TC07_Verify Exposure Amount Auto-Population for Policy Change Transaction_Casualty_Policy Change_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly when modifying an existing policy through Policy Change transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Policy Change,ToDo,Middle Market,CAMS-4436,High,Positive
7,,,,"2. Create a Policy Change submission for existing Casualty policy with effective date as release date","2. User should be able to create a Policy Change submission successfully",,ToDo,,,
7,,,,"3. Navigate to Casualty screen and add NAICS codes with Turnover exposure base: 120,000","3. New NAICS codes should be added with exposure values",,ToDo,,,
7,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
7,,,,"5. Verify Exposure Amount field is automatically populated with 120,000","5. User should see the exposure amount automatically populated from the new Turnover values added",,ToDo,,,
8,Manual,TC08_Verify Exposure Amount Auto-Population for Policy Change Midterm_Casualty_Policy Change Midterm_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly for midterm policy change transactions,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Policy Change Midterm,ToDo,Middle Market,CAMS-4436,High,Positive
8,,,,"2. Create a midterm Policy Change submission for existing Casualty policy","2. User should be able to create a midterm Policy Change submission successfully",,ToDo,,,
8,,,,"3. Navigate to Casualty screen and modify NAICS codes with Revenue exposure: 90,000","3. Modified exposure values should be entered successfully",,ToDo,,,
8,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
8,,,,"5. Verify Exposure Amount field is automatically populated with updated value 90,000","5. User should see the exposure amount automatically updated for midterm change",,ToDo,,,
9,Manual,TC09_Verify Exposure Amount Auto-Population for Renewal Transaction_Casualty_Renewal_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly when renewing an existing Casualty policy through Renewal transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Renewal,ToDo,Middle Market,CAMS-4436,High,Positive
9,,,,"2. Create a Renewal submission for existing Casualty policy","2. User should be able to create a Renewal submission successfully",,ToDo,,,
9,,,,"3. Navigate to Casualty screen and verify existing NAICS codes with Turnover exposure base: 110,000","3. Existing NAICS codes should be displayed with current exposure values",,ToDo,,,
9,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
9,,,,"5. Verify Exposure Amount field is automatically populated with 110,000","5. User should see the exposure amount automatically populated for renewal period",,ToDo,,,
10,Manual,TC10_Verify Exposure Amount Auto-Population for Backdated Renewal_Casualty_Backdated Renewal_AC1,The objective of this test case is to validate that exposure amount is correctly auto-populated for backdated renewal transactions in Casualty LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Backdated Renewal,ToDo,Middle Market,CAMS-4436,High,Positive
10,,,,"2. Create a backdated Renewal submission for existing Casualty policy with earlier effective date","2. User should be able to create a backdated renewal submission successfully",,ToDo,,,
10,,,,"3. Navigate to Casualty screen and confirm NAICS codes with Turnover exposure: 105,000","3. Exposure values for backdated period should be displayed",,ToDo,,,
10,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
10,,,,"5. Verify Exposure Amount field is automatically populated with 105,000","5. User should see the exposure amount correctly calculated for backdated renewal",,ToDo,,,
11,Manual,TC11_Verify Exposure Amount Manual Update When Not Turnover or Revenue Based_Casualty_New Business_AC2,The objective of this test case is to validate that when exposure base is not Turnover or Revenue, the UW/UA user can manually update the Exposure Amount field in Claims tab,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Manual Update,ToDo,Middle Market,CAMS-4436,High,Positive
11,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
11,,,,"3. Navigate to Casualty screen and select NAICS codes without Turnover or Revenue exposure base","3. NAICS codes should be selected without exposure base defined",,ToDo,,,
11,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
11,,,,"5. Click on Exposure Amount field and enter value manually: 200,000","5. User should be able to click and enter value in Exposure Amount field",,ToDo,,,
11,,,,"6. Verify Exposure Amount field displays the manually entered value 200,000","6. The entered value should persist and display correctly in the field",,ToDo,,,
11,,,,"7. Save the submission without validation errors","7. Submission should save successfully with manually entered exposure amount",,ToDo,,,
12,Manual,TC12_Verify Exposure Amount for Rewrite Full Term Transaction_Casualty_Rewrite_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly when creating a rewrite transaction for Casualty LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Rewrite,ToDo,Middle Market,CAMS-4436,High,Positive
12,,,,"2. Create a Rewrite submission for existing Casualty policy","2. User should be able to create a Rewrite submission successfully",,ToDo,,,
12,,,,"3. Navigate to Casualty screen and confirm NAICS codes with Turnover exposure: 95,000","3. NAICS codes should be displayed with exposure values",,ToDo,,,
12,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
12,,,,"5. Verify Exposure Amount field is automatically populated with 95,000","5. User should see the exposure amount automatically populated for rewrite transaction",,ToDo,,,
13,Manual,TC13_Verify Exposure Amount for Reinstatement Transaction_Casualty_Reinstatement_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly when creating a reinstatement transaction for Casualty LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Reinstatement,ToDo,Middle Market,CAMS-4436,High,Positive
13,,,,"2. Create a Reinstatement submission for existing Casualty policy","2. User should be able to create a Reinstatement submission successfully",,ToDo,,,
13,,,,"3. Navigate to Casualty screen and verify NAICS codes with Revenue exposure: 140,000","3. NAICS codes should be displayed with revenue-based exposure values",,ToDo,,,
13,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
13,,,,"5. Verify Exposure Amount field is automatically populated with 140,000","5. User should see the exposure amount automatically populated for reinstatement",,ToDo,,,
14,Manual,TC14_Verify Exposure Amount for Cancel and Reinstate Scenario_Casualty_Cancel and Reinstate_AC1,The objective of this test case is to validate that exposure amount is correctly handled when a cancelled policy is reinstated,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Cancel Reinstate,ToDo,Middle Market,CAMS-4436,High,Positive
14,,,,"2. Create a submission and process through cancellation workflow","2. Submission should be cancelled successfully",,ToDo,,,
14,,,,"3. Create a Reinstate submission for the cancelled Casualty policy with NAICS codes: Turnover 130,000","3. Reinstate submission should be created successfully with original exposure values",,ToDo,,,
14,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
14,,,,"5. Verify Exposure Amount field is automatically populated with 130,000","5. User should see the exposure amount correctly populated after reinstatement",,ToDo,,,
15,Manual,TC15_Verify Exposure Amount for Cancel and Rewrite Scenario_Casualty_Cancel and Rewrite_AC1,The objective of this test case is to validate that exposure amount is correctly calculated when a cancelled policy is rewritten with new exposure values,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Cancel Rewrite,ToDo,Middle Market,CAMS-4436,High,Positive
15,,,,"2. Create a submission and process through cancellation workflow","2. Submission should be cancelled successfully",,ToDo,,,
15,,,,"3. Create a Rewrite submission for the cancelled policy with new Turnover exposure: 175,000","3. Rewrite submission should be created with new exposure values",,ToDo,,,
15,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
15,,,,"5. Verify Exposure Amount field is automatically populated with new value 175,000","5. User should see the exposure amount reflecting the new rewritten values",,ToDo,,,
16,Manual,TC16_Verify Exposure Amount Calculation with Mixed Turnover and Revenue Exposure Bases_Casualty_New Business_AC1,The objective of this test case is to validate that exposure amount correctly sums mixed Turnover and Revenue exposure bases for different NAICS codes,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Mixed Exposure,ToDo,Middle Market,CAMS-4436,High,Positive
16,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
16,,,,"3. Navigate to Casualty screen and select NAICS codes for Canada","3. User should be able to select NAICS codes",,ToDo,,,
16,,,,"4. Add Turnover exposure base for first NAICS code: 60,000 CAD","4. Turnover value should be entered successfully",,ToDo,,,
16,,,,"5. Add Revenue exposure base for second NAICS code: 40,000 CAD","5. Revenue value should be entered successfully",,ToDo,,,
16,,,,"6. Navigate to Risk Analysis screen and click on Claims tab","6. User should be able to access Claims tab",,ToDo,,,
16,,,,"7. Verify Exposure Amount field is populated with sum: 100,000 CAD","7. User should see the exposure amount correctly calculated as 100,000 (Turnover 60,000 + Revenue 40,000)",,ToDo,,,
17,Manual,TC17_Verify Exposure Amount Persistence Across Screen Navigation_Casualty_New Business_AC1,The objective of this test case is to validate that the auto-populated Exposure Amount value persists when navigating away from and back to the Claims tab,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Persistence,ToDo,Middle Market,CAMS-4436,High,Positive
17,,,,"2. Create a Domestic submission with Casualty LOB with Turnover exposure: 130,000","2. User should be able to create a submission successfully",,ToDo,,,
17,,,,"3. Navigate to Risk Analysis screen and click on Claims tab","3. User should be able to access Claims tab",,ToDo,,,
17,,,,"4. Verify Exposure Amount is populated with 130,000","4. Exposure Amount should display the correct value",,ToDo,,,
17,,,,"5. Navigate away from Claims tab to another section (e.g., Coverages tab)","5. User should be able to navigate to other sections",,ToDo,,,
17,,,,"6. Navigate back to Claims tab","6. Claims tab should reload",,ToDo,,,
17,,,,"7. Verify Exposure Amount still displays 130,000","7. The exposure amount should persist and display the same value after navigation",,ToDo,,,
18,Manual,TC18_Verify Exposure Amount Update When Casualty Exposure Base is Modified_Casualty_Policy Change_AC1,The objective of this test case is to validate that when the Casualty exposure base values are modified during a Policy Change, the Exposure Amount in Claims tab is automatically updated,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Update Exposure,ToDo,Middle Market,CAMS-4436,High,Positive
18,,,,"2. Create a Policy Change submission for existing Casualty policy","2. User should be able to create a Policy Change submission",,ToDo,,,
18,,,,"3. Navigate to Casualty screen with existing Turnover exposure: 100,000","3. User should see existing exposure values",,ToDo,,,
18,,,,"4. Modify Turnover exposure value to 150,000","4. Exposure value should be updated successfully",,ToDo,,,
18,,,,"5. Navigate to Risk Analysis screen and click on Claims tab","5. User should be able to access Claims tab",,ToDo,,,
18,,,,"6. Verify Exposure Amount is automatically updated to 150,000","6. The exposure amount should reflect the new updated value",,ToDo,,,
19,Manual,TC19_Verify Exposure Amount for Produced Scope_Casualty_New Business_Produced_AC1,The objective of this test case is to validate that exposure amount is automatically populated correctly for Produced scope transactions in Casualty LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Produced Scope,ToDo,Middle Market,CAMS-4436,High,Positive
19,,,,"2. Create a Produced scope submission for Casualty LOB","2. User should be able to create a Produced scope submission successfully",,ToDo,,,
19,,,,"3. Navigate to Casualty screen and select NAICS codes with Turnover exposure: 180,000","3. User should be able to select NAICS codes and define exposure",,ToDo,,,
19,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
19,,,,"5. Verify Exposure Amount field is automatically populated with 180,000","5. User should see the exposure amount automatically populated for Produced scope",,ToDo,,,
20,Manual,TC20_Verify Exposure Amount Currency Handling for Multiple Geographic Locations_Casualty_New Business_AC1,The objective of this test case is to validate that exposure amounts from different currency locations are correctly handled and summed in the Claims tab,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Currency Handling,ToDo,Middle Market,CAMS-4436,High,Positive
20,,,,"2. Create a Domestic submission with Casualty LOB in USD currency","2. User should be able to create submission in USD",,ToDo,,,
20,,,,"3. Add NAICS codes for Canada with Turnover: 100,000 CAD","3. Canada exposure should be added",,ToDo,,,
20,,,,"4. Add NAICS codes for USA with Turnover: 150,000 USD","4. USA exposure should be added",,ToDo,,,
20,,,,"5. Navigate to Risk Analysis screen and click on Claims tab","5. User should be able to access Claims tab",,ToDo,,,
20,,,,"6. Verify Exposure Amount is calculated considering currency conversion","6. Exposure amount should be displayed in submission currency with proper conversion",,ToDo,,,
21,Manual,TC21_Verify Exposure Amount Field Label Display_Casualty_New Business_UI Validation_AC1,The objective of this test case is to validate that the Exposure Amount field label is clearly displayed on the Claims tab with proper formatting,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Field Label,ToDo,Middle Market,CAMS-4436,Medium,Positive
21,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
21,,,,"3. Navigate to Risk Analysis screen and click on Claims tab","3. User should be able to access Claims tab",,ToDo,,,
21,,,,"4. Verify Exposure Amount field label is visible and properly formatted","4. Field label should be clearly visible on the screen",,ToDo,,,
21,,,,"5. Verify field label matches the system naming convention","5. Label should display as Exposure Amount with standard formatting",,ToDo,,,
22,Manual,TC22_Verify Exposure Amount Field Readonly State When Populated from Turnover_Casualty_New Business_UI Validation_AC1,The objective of this test case is to validate that the Exposure Amount field behavior is correct when auto-populated from Turnover/Revenue values,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Field State,ToDo,Middle Market,CAMS-4436,Medium,Positive
22,,,,"2. Create a Domestic submission with Casualty LOB with Turnover exposure: 115,000","2. User should be able to create a submission successfully",,ToDo,,,
22,,,,"3. Navigate to Risk Analysis screen and click on Claims tab","3. User should be able to access Claims tab",,ToDo,,,
22,,,,"4. Verify Exposure Amount field is populated with 115,000","4. Auto-populated value should be displayed",,ToDo,,,
22,,,,"5. Verify whether field is editable or read-only when auto-populated","5. Field behavior should be as designed (either editable for override or read-only)",,ToDo,,,
23,Manual,TC23_Verify Exposure Amount Display Format and Decimal Places_Casualty_New Business_UI Validation_AC1,The objective of this test case is to validate that the Exposure Amount field displays numbers with correct formatting and decimal places,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Format Validation,ToDo,Middle Market,CAMS-4436,Medium,Positive
23,,,,"2. Create a Domestic submission with Casualty LOB with decimal exposure: 125,500.75","2. User should be able to create a submission with decimal exposure value",,ToDo,,,
23,,,,"3. Navigate to Risk Analysis screen and click on Claims tab","3. User should be able to access Claims tab",,ToDo,,,
23,,,,"4. Verify Exposure Amount displays as 125,500.75 with proper formatting","4. Number should display with thousands separator and correct decimal places",,ToDo,,,
24,Manual,TC24_Verify No Automatic Population When Non-Turnover Non-Revenue Bases Selected_Casualty_New Business_AC2,The objective of this test case is to validate that when only non-Turnover/Revenue exposure bases are selected, the Exposure Amount field remains blank requiring manual input,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Non-Turnover,ToDo,Middle Market,CAMS-4436,Medium,Negative
24,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
24,,,,"3. Navigate to Casualty screen and select NAICS codes with non-Turnover/Revenue exposure base","3. User should be able to select alternative exposure base",,ToDo,,,
24,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
24,,,,"5. Verify Exposure Amount field remains blank","5. Field should not auto-populate and remain empty",,ToDo,,,
24,,,,"6. Verify field is editable for mandatory manual input","6. Field should be enabled and required for manual entry",,ToDo,,,
25,Manual,TC25_Verify Missing NAICS Codes Validation Impact on Exposure Amount_Casualty_New Business_AC2,The objective of this test case is to validate that when mandatory NAICS codes are not selected, the system appropriately handles Exposure Amount field validation,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Missing NAICS,ToDo,Middle Market,CAMS-4436,High,Negative
25,,,,"2. Attempt to create Domestic submission with Casualty LOB without selecting any NAICS codes","2. User interaction should either be blocked or warned about missing NAICS",,ToDo,,,
25,,,,"3. Try to navigate to Risk Analysis screen without NAICS selection","3. Navigation might be blocked with validation error",,ToDo,,,
25,,,,"4. Verify appropriate validation message is displayed if NAICS is mandatory","4. System should show error message about missing required NAICS codes",,ToDo,,,
26,Manual,TC26_Verify Exposure Amount Not Auto-Populated Error Handling_Casualty_New Business_AC2,The objective of this test case is to validate that when exposure amount cannot be automatically calculated, the system gracefully handles it without throwing errors,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Error Handling,ToDo,Middle Market,CAMS-4436,Medium,Negative
26,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create submission successfully",,ToDo,,,
26,,,,"3. Navigate to Casualty screen and select NAICS codes with unclear exposure base definition","3. NAICS codes should be selected",,ToDo,,,
26,,,,"4. Navigate to Risk Analysis screen and click on Claims tab","4. User should be able to access Claims tab",,ToDo,,,
26,,,,"5. Verify Exposure Amount field shows blank instead of error message","5. Field should display blank without any system errors or exceptions",,ToDo,,,
27,Manual,TC27_Verify Exposure Amount Field Visibility and Accessibility_Casualty_New Business_UI Validation_AC1,The objective of this test case is to validate that the Exposure Amount field in Claims tab is properly visible and accessible to users,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Visibility,ToDo,Middle Market,CAMS-4436,Medium,Positive
27,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create submission successfully",,ToDo,,,
27,,,,"3. Navigate to Risk Analysis screen and locate Claims tab section","3. User should be able to locate Claims tab",,ToDo,,,
27,,,,"4. Verify Claims tab is accessible and can be opened","4. Claims tab should open without any access issues",,ToDo,,,
27,,,,"5. Verify Exposure Amount field is visible on the Claims tab","5. Exposure Amount field should be clearly displayed on the screen",,ToDo,,,
27,,,,"6. Verify field label and info icon are properly displayed","6. Field label should be clear with accompanying info icon for user guidance",,ToDo,,,
28,Manual,TC28_Verify Exposure Amount Calculation with Five or More NAICS Codes_Casualty_New Business_AC1,The objective of this test case is to validate that exposure amount is correctly calculated when multiple NAICS codes (5+) with Turnover/Revenue are selected,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Five NAICS,ToDo,Middle Market,CAMS-4436,High,Positive
28,,,,"2. Create a Domestic submission with Casualty LOB","2. User should be able to create a submission successfully",,ToDo,,,
28,,,,"3. Navigate to Casualty screen and select 5 NAICS codes for Canada","3. User should be able to select multiple NAICS codes",,ToDo,,,
28,,,,"4. Enter Turnover values: 20,000 + 25,000 + 30,000 + 35,000 + 40,000","4. All exposure values should be entered successfully",,ToDo,,,
28,,,,"5. Navigate to Risk Analysis screen and click on Claims tab","5. User should be able to access Claims tab",,ToDo,,,
28,,,,"6. Verify Exposure Amount is calculated as 150,000 (sum of all values)","6. System should correctly sum all exposure values from multiple NAICS codes",,ToDo,,,
29,Manual,TC29_Verify Exposure Amount Override After Auto-Population_Casualty_New Business_AC2,The objective of this test case is to validate that users can override auto-populated Exposure Amount with manual entry when needed,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,MM-Casualty/CAMS-4436 Override,ToDo,Middle Market,CAMS-4436,High,Positive
29,,,,"2. Create a Domestic submission with Casualty LOB with Turnover exposure: 100,000","2. User should be able to create submission successfully",,ToDo,,,
29,,,,"3. Navigate to Risk Analysis screen and click on Claims tab","3. User should be able to access Claims tab",,ToDo,,,
29,,,,"4. Verify Exposure Amount is auto-populated with 100,000","4. Field should display the auto-calculated value",,ToDo,,,
29,,,,"5. Clear auto-populated value and enter new manual value: 200,000","5. User should be able to override the auto-populated value",,ToDo,,,
29,,,,"6. Verify Exposure Amount now displays manually entered value 200,000","6. Manual entry should override the auto-populated value",,ToDo,,,
29,,,,"7. Save the submission and verify manual value is persisted","7. Submission should save with the manually overridden value",,ToDo,,,
