TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
TC_1863_006,Manual,CAMS-1863_Renewal_AddZC6356,Verify ZC 6356 form can be added in Renewal when Inland Marine is selected,"1. Create a policy eligible for renewal in UWD
2. Navigate to renewal screen
3. Confirm renewal transaction type
4. Verify renewal effective date corresponds to policy expiry
5. Navigate to Inland Marine LOB
6. Verify Inland Marine coverage is carried forward
7. Navigate to Forms screen
8. Add/Update ZC 6356 form to latest version
9. Verify form edition is 03/25","1. Policy eligible for renewal is retrieved
2. Renewal screen displays
3. Renewal transaction type is confirmed
4. Renewal effective date is correctly set
5. Inland Marine LOB screen displays
6. Inland Marine coverage is carried forward from original policy
7. Forms screen displays
8. ZC 6356 form can be added/updated to latest version
9. Form edition date displays as 03/25",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Positive
TC_1863_006,Manual,,,,,(continued),,,,
,,,,"10. Verify effective date alignment
11. Price, Quote & Bind the renewal policy","10. Effective date is correctly aligned
11. Renewal policy is successfully priced, quoted and bound",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Positive
TC_1863_007,Manual,CAMS-1863_Rewrite_AddZC6356,Verify ZC 6356 form can be added in Rewrite when Inland Marine is selected,"1. Create an existing policy in UWD
2. Navigate to rewrite screen
3. Select Rewrite transaction type
4. Verify rewrite effective date is set
5. Navigate to Inland Marine LOB
6. Add/Select Inland Marine coverage
7. Navigate to Forms screen
8. Add ZC 6356 form to latest version
9. Verify form edition is 03/25
10. Verify effective date alignment","1. Existing policy retrieved successfully
2. Rewrite screen displays
3. Rewrite transaction type is selected
4. Rewrite effective date is correctly set
5. Inland Marine LOB screen displays
6. Inland Marine coverage is added/selected
7. Forms screen displays
8. ZC 6356 form (03/25 edition) can be added
9. Form edition date displays as 03/25
10. Effective date is correctly aligned",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Positive
TC_1863_008,Manual,CAMS-1863_Rewrite_OOS_AddZC6356,Verify ZC 6356 form can be added in Rewrite Out of Sequence when Inland Marine is selected,"1. Create an existing policy in UWD
2. Navigate to rewrite screen
3. Select Rewrite Out of Sequence type
4. Verify OOS effective date is set
5. Navigate to Inland Marine LOB
6. Add/Select Inland Marine coverage
7. Navigate to Forms screen
8. Add ZC 6356 form to latest version
9. Verify form edition is 03/25
10. Verify effective date alignment","1. Existing policy retrieved successfully
2. Rewrite OOS screen displays
3. Rewrite OOS type is selected
4. OOS effective date is correctly set
5. Inland Marine LOB screen displays
6. Inland Marine coverage is added/selected
7. Forms screen displays
8. ZC 6356 form (03/25 edition) can be added
9. Form edition date displays as 03/25
10. Effective date is correctly aligned",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Positive
TC_1863_009,Manual,CAMS-1863_CancelReinstate_ZC6356_Persistence,Verify ZC 6356 form persists when cancelling and reinstating a policy,"1. Create a policy with ZC 6356 form attached in UWD
2. Initiate transaction to Phoenix
3. Navigate to policy summary
4. Perform Cancel transaction
5. Confirm cancellation
6. Reinstate the cancelled policy
7. Navigate to Forms screen
8. Verify ZC 6356 form still attached
9. Verify form edition is 03/25","1. Policy with ZC 6356 form created successfully
2. Transaction initiated to Phoenix
3. Policy summary displays
4. Cancel transaction is executed
5. Cancellation is confirmed
6. Policy is successfully reinstated
7. Forms screen displays
8. ZC 6356 form remains attached after reinstate
9. Form edition date still shows 03/25",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Positive
TC_1863_010,Manual,CAMS-1863_CancelRewrite_AddZC6356,Verify ZC 6356 form can be added in Cancel and Rewrite transaction,"1. Create a policy with Inland Marine in UWD
2. Initiate transaction to Phoenix
3. Navigate to policy summary
4. Perform Cancel and Rewrite transaction
5. Select Rewrite option
6. Navigate to Inland Marine LOB
7. Maintain or update Inland Marine coverage
8. Navigate to Forms screen
9. Add ZC 6356 form to latest version
10. Verify form edition is 03/25","1. Policy with Inland Marine created successfully
2. Transaction initiated to Phoenix
3. Policy summary displays
4. Cancel and Rewrite transaction is executed
5. Rewrite option is selected
6. Inland Marine LOB screen displays
7. Inland Marine coverage is configured
8. Forms screen displays
9. ZC 6356 form (03/25 edition) can be added
10. Form edition date displays as 03/25",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Positive
TC_1863_011,Manual,CAMS-1863_FormEditionDate_Validation_03_25,Verify form edition date is correctly set to 03/25 when ZC 6356 is added in any transaction,"1. Create a new submission with Inland Marine in UWD
2. Navigate to Forms screen
3. Verify ZC 6356 form details
4. Check form edition field
5. Validate edition date against expected 03/25
6. Verify form document displays correct edition
7. Review form metadata","1. New submission created successfully
2. Forms screen displays
3. ZC 6356 form details are visible
4. Form edition field is present
5. Edition date correctly shows 03/25
6. Form document displays 03/25 edition on first page
7. Form metadata confirms correct edition and date",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Positive
TC_1863_012,Manual,CAMS-1863_EffectiveDate_August_Release_Alignment,Verify form effective date aligns with August release date,"1. Create a new submission in UWD
2. Set effective date within August release period
3. Navigate to Inland Marine LOB
4. Navigate to Forms screen
5. Verify ZC 6356 form is attached
6. Check form effective date in system
7. Validate alignment with August release date
8. Verify in Documents/Forms view","1. New submission created successfully
2. Effective date set within August release period
3. Inland Marine LOB configured
4. Forms screen displays ZC 6356
5. ZC 6356 form is auto-attached
6. Form effective date is correctly set in system
7. Form effective date aligns with August release date
8. Forms document view shows correct effective date",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Positive
TC_1863_013,Manual,CAMS-1863_FormDisplay_DecDocument_Validation,Verify ZC 6356 form appears in Declaration document when policy is issued,"1. Create a new submission with Inland Marine and ZC 6356 in UWD
2. Fill all mandatory fields
3. Price the submission
4. Generate Quote
5. Bind the policy
6. Navigate to Issue Policy screen
7. Click Price for issuance submission
8. Click Issue the policy
9. Validate Forms screen
10. Validate Dec Document
11. Verify ZC 6356 is listed in Dec Document","1. New submission created successfully
2. All mandatory fields are filled
3. Submission is priced successfully
4. Quote is generated with ZC 6356
5. Policy is successfully bound
6. Issue Policy screen displays
7. Issuance submission is priced
8. Policy issuance completes
9. Forms screen displays all attached forms
10. Dec Document is generated and displays all forms
11. ZC 6356 form (03/25 edition) is listed in Dec Document",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Positive
TC_1863_014,Manual,CAMS-1863_BackdatedNB_Renewal_ZC6356,Verify ZC 6356 form is correctly updated in Renewal on Backdated New Business,"1. Create a backdated New Business submission in UWD
2. Set backdated effective date
3. Navigate to Inland Marine LOB
4. Configure Inland Marine coverage
5. Navigate to Forms screen
6. Verify ZC 6356 form is auto-attached
7. Price, Quote & Bind the policy
8. Navigate to Renewal screen after effective date
9. Verify ZC 6356 form is carried forward
10. Verify form is latest version (03/25)
11. Confirm renewal can be processed","1. Backdated NB submission created successfully
2. Backdated effective date is set correctly
3. Inland Marine LOB screen displays
4. Inland Marine coverage is configured
5. Forms screen displays
6. ZC 6356 form (03/25 edition) is auto-attached with backdated effective date
7. Policy is successfully priced, quoted and bound
8. Renewal screen displays
9. ZC 6356 form is carried forward to renewal
10. Form version shows latest 03/25 edition
11. Renewal can be processed with ZC 6356",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Positive
TC_1863_015,Manual,CAMS-1863_OldVersion_NotAttached,Verify old version of ZC 6356 form is NOT attached when Inland Marine is selected,"1. Create a new submission with Inland Marine in UWD
2. Navigate to Forms screen
3. Review all available forms for Inland Marine
4. Verify ZC 6356 form option
5. Select/Attach ZC 6356 form
6. Verify form attached
7. Check form edition in system database
8. Validate no older versions are present
9. Query system for old form versions
10. Confirm only latest version available","1. New submission created successfully
2. Forms screen displays
3. Available forms for Inland Marine are listed
4. Only ZC 6356 (03/25 edition) appears in options
5. When selected, latest version is attached
6. Form is successfully attached
7. System database shows only 03/25 edition
8. No older versions (pre-03/25) of ZC 6356 are present
9. Query returns only current version
10. Confirmation that old versions are not available",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Negative
TC_1863_016,Manual,CAMS-1863_OldVersion_NotInSelection,Verify old version of ZC 6356 form is NOT available in form selection dropdown,"1. Create a new submission in UWD
2. Navigate to Inland Marine LOB
3. Navigate to Forms screen
4. Click on form selection dropdown for Inland Marine
5. Review all forms available in dropdown
6. Search for ZC 6356 in list
7. Verify only latest version appears
8. Check for any deprecated versions
9. Try to manually select old version if available
10. Confirm selection error or unavailability","1. New submission created
2. Inland Marine LOB configured
3. Forms screen displays
4. Form selection dropdown opens
5. All available forms are listed
6. ZC 6356 appears in dropdown
7. Only ZC 6356 (03/25 edition) is visible
8. No deprecated or old versions listed
9. If user tries to select old version, system prevents selection
10. Error message displays or old version is grayed out/unavailable",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,High,Negative
TC_1863_017,Manual,CAMS-1863_FormNotAttachedWithoutIM,Verify ZC 6356 form is NOT auto-attached when Inland Marine LOB is not selected,"1. Create a new submission in UWD
2. Navigate to Line selection screen
3. Deselect or do NOT select Inland Marine LOB
4. Configure only other LOBs (GL, UMB, Property, Financial Lines)
5. Navigate to Forms screen
6. Review attached forms
7. Verify ZC 6356 form is not present
8. Confirm form is not auto-attached
9. Try to manually add ZC 6356 form
10. Verify system prevents attachment or shows error message","1. New submission created successfully
2. Line selection screen displays
3. Inland Marine LOB is NOT selected
4. Other LOBs are configured without Inland Marine
5. Forms screen displays
6. Forms attached show only those for selected LOBs
7. ZC 6356 form is NOT in attached forms list
8. Form is confirmed not auto-attached
9. User attempts manual addition of ZC 6356
10. System displays error or prevents addition (ZC 6356 only applies to Inland Marine)",MM - CAMS-1863 / Canada Contractors Equipment Form ZC 6356,ToDo,Middle Market,CAMS-1863,Medium,Negative
7,,,,2. Create a Domestic Renewal submission,2. User should be able to create a renewal submission successfully,,,,,,
7,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB with renewed coverage,,,,,,
7,,,,4. Verify ZC 6356 is present from prior policy,4. Form should be carried forward with 03/25 edition,,,,,,
7,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
7,,,,6. Price the renewal,6. Pricing should complete successfully,,,,,,
7,,,,7. Generate Quote,7. Quote should display ZC 6356 with 03/25 edition,,,,,,
7,,,,8. Bind and Issue Renewal,8. Binding and issuance should succeed with correct form edition,,,,,,
8,Manual,TC08_Verify Produced Renewal with ZC 6356_Inland Marine_Renewal_Produced_R1R2R3,The objective of this test case is to validate that ZC 6356 form with 03/25 edition is correctly maintained in Produced Renewal transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Renewal Produced,ToDo,Middle Market,CAMS-1863,High,Positive
8,,,,2. Create a Produced Renewal submission,2. User should be able to create a produced renewal submission successfully,,,,,,
8,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
8,,,,4. Verify ZC 6356 with 03/25 edition,4. Form should display with correct edition metadata in Produced scope,,,,,,
8,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
8,,,,6. Price the renewal,6. Pricing should complete with correct form version,,,,,,
8,,,,7. Generate Quote and documents,7. Quote and documents should show ZC 6356 with 03/25 edition,,,,,,
8,,,,8. Bind and Issue,8. Binding and issuance should maintain form edition correctly,,,,,,
9,Manual,TC09_Verify Reinstate with ZC 6356_Inland Marine_Reinstate_Domestic_R1R2R3,The objective of this test case is to validate that ZC 6356 form with 03/25 edition works correctly in Reinstate transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Reinstate,ToDo,Middle Market,CAMS-1863,High,Positive
9,,,,2. Create a Domestic Reinstate submission,2. User should be able to create a reinstate submission successfully,,,,,,
9,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
9,,,,4. Verify ZC 6356 is present,4. Form should be available with 03/25 edition,,,,,,
9,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
9,,,,6. Price the submission,6. Pricing should complete successfully,,,,,,
9,,,,7. Quote and Bind,7. Quote and binding should show ZC 6356 with 03/25 edition,,,,,,
9,,,,8. Issue the reinstated policy,8. Issued policy should contain form with correct edition,,,,,,
10,Manual,TC10_Verify Rewrite with ZC 6356_Inland Marine_Rewrite_Domestic_R1R2R3,The objective of this test case is to validate that ZC 6356 form with 03/25 edition works correctly in Rewrite transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Rewrite,ToDo,Middle Market,CAMS-1863,High,Positive
10,,,,2. Create a Domestic Rewrite submission,2. User should be able to create a rewrite submission successfully,,,,,,
10,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
10,,,,4. Select or verify ZC 6356,4. Form should be selected/verified with 03/25 edition,,,,,,
10,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
10,,,,6. Price the submission,6. Pricing should complete successfully,,,,,,
10,,,,7. Generate Quote,7. Quote should display ZC 6356 with 03/25 edition,,,,,,
10,,,,8. Bind and Issue,8. Binding and issuance should succeed with correct form edition,,,,,,
11,Manual,TC11_Verify Rewrite OOS with ZC 6356_Inland Marine_Rewrite OOS_Domestic_R1R2R3,The objective of this test case is to validate that ZC 6356 form with 03/25 edition works correctly in Rewrite Out of Sequence transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Rewrite OOS,ToDo,Middle Market,CAMS-1863,High,Positive
11,,,,2. Create a Domestic Rewrite OOS submission,2. User should be able to create a rewrite OOS submission successfully,,,,,,
11,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
11,,,,4. Select ZC 6356 for Rewrite OOS,4. Form should be selected with 03/25 edition,,,,,,
11,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
11,,,,6. Price the submission,6. Pricing should complete successfully,,,,,,
11,,,,7. Generate Quote and Bind,7. Quote and binding should show ZC 6356 with 03/25 edition,,,,,,
11,,,,8. Issue the policy,8. Issued policy should contain form with correct edition,,,,,,
12,Manual,TC12_Verify Backdated New Business with ZC 6356_Inland Marine_Backdated NB_Domestic_R1R3,The objective of this test case is to validate that ZC 6356 form displays with 03/25 edition even for Backdated New Business transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Backdated NB,ToDo,Middle Market,CAMS-1863,High,Positive
12,,,,2. Create a Backdated New Business submission with earlier effective date,2. User should be able to create a backdated NB submission successfully,,,,,,
12,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
12,,,,4. Select ZC 6356 Coverage,4. Form should be selected and displayed,,,,,,
12,,,,5. Verify form edition despite backdated effective date,5. Form should still display Edition: 03/25 (current/latest edition),,,,,,
12,,,,6. Complete mandatory fields,6. All mandatory fields should be filled,,,,,,
12,,,,7. Price and Quote,7. Pricing and quote should show 03/25 edition,,,,,,
12,,,,8. Bind and Issue,8. Binding and issuance should maintain latest form edition,,,,,,
13,Manual,TC13_Verify Backdated Renewal with ZC 6356_Inland Marine_Backdated Renewal_Domestic_R1R3,The objective of this test case is to validate that ZC 6356 form displays with 03/25 edition in Backdated Renewal transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Backdated Renewal,ToDo,Middle Market,CAMS-1863,High,Positive
13,,,,2. Create a Backdated Renewal submission,2. User should be able to create a backdated renewal successfully,,,,,,
13,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
13,,,,4. Verify ZC 6356 with backdated effective date,4. Form should display with Edition: 03/25 despite backdated date,,,,,,
13,,,,5. Complete mandatory fields,5. All mandatory fields should be filled successfully,,,,,,
13,,,,6. Price the submission,6. Pricing should complete with latest form edition,,,,,,
13,,,,7. Generate Quote,7. Quote should show ZC 6356 with 03/25 edition,,,,,,
13,,,,8. Bind and Issue,8. Binding and issuance should succeed with latest form edition,,,,,,
14,Manual,TC14_Verify Form Versioning Information_Inland Marine_New Business_Domestic_R3,The objective of this test case is to validate that ZC 6356 form displays complete versioning metadata including edition date 03/25,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Metadata,ToDo,Middle Market,CAMS-1863,High,Positive
14,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
14,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
14,,,,4. Select ZC 6356 Coverage,4. Form should be selected,,,,,,
14,,,,5. Inspect form metadata in documents section,5. Metadata should display: Form Name: ""ZC 6356 - Contractors Equipment"",,,,,,
14,,,,6. Verify edition date information,6. Metadata should show Edition: 03/25,,,,,,
14,,,,7. Verify release date information,7. Metadata should show Released: August (per requirements),,,,,,
14,,,,8. Verify version status,8. Metadata should indicate Version: Latest,,,,,,
15,Manual,TC15_Verify Form NOT Auto-Attached Without Selection_Inland Marine_New Business_Domestic_R2,The objective of this test case is to validate that ZC 6356 form does NOT auto-attach if coverage is not explicitly selected,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 No Auto-Attach,ToDo,Middle Market,CAMS-1863,High,Positive
15,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
15,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB,,,,,,
15,,,,4. Do NOT select ZC 6356 Coverage,4. ZC 6356 should NOT be selected,,,,,,
15,,,,5. Complete other mandatory fields without ZC 6356,5. Other mandatory fields should be filled successfully,,,,,,
15,,,,6. Navigate to documents section,6. Documents section should be empty (no ZC 6356 attached),,,,,,
15,,,,7. Verify no unintended attachments,7. Only selected forms should appear; ZC 6356 should NOT be present,,,,,,
16,Manual,TC16_Verify Pricing and Binding Workflow with ZC 6356_Inland Marine_New Business_Domestic_R1R2R3,The objective of this test case is to validate that Pricing Approval and Binding processes include form ZC 6356 with 03/25 edition,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Pricing,ToDo,Middle Market,CAMS-1863,High,Positive
16,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
16,,,,3. Select ZC 6356 Contractors Equipment Coverage,3. Form should be selected and attached,,,,,,
16,,,,4. Complete all mandatory Inland Marine fields,4. All mandatory fields should be filled successfully,,,,,,
16,,,,5. Click Price button,5. Pricing calculation should initiate successfully,,,,,,
16,,,,6. Verify form in payload before approval,6. Payload should include ZC 6356 with Edition: 03/25,,,,,,
16,,,,7. Approve Underwriter rules if required,7. UW rule approvals should succeed with form present,,,,,,
16,,,,8. Verify Quote shows ZC 6356,8. Quote document should display form with correct edition,,,,,,
16,,,,9. Complete Binding process,9. Binder should include ZC 6356 with 03/25 edition,,,,,,
17,Manual,TC17_Verify ZC 6356 in Multiple LOB Context_Inland Marine_New Business_Domestic_R3,The objective of this test case is to validate that ZC 6356 Inland Marine form does not affect other LOBs when multiple LOBs are selected,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Multiple LOB,ToDo,Middle Market,CAMS-1863,High,Positive
17,,,,2. Create a Domestic submission,2. User should be able to create a submission successfully,,,,,,
17,,,,3. Navigate to line selection and select multiple LOBs (Property + Inland Marine),3. User should be able to select multiple LOBs,,,,,,
17,,,,4. Navigate to Inland Marine LOB screen,4. User should be able to configure Inland Marine LOB,,,,,,
17,,,,5. Select ZC 6356 Coverage in Inland Marine,5. ZC 6356 should be selected for Inland Marine only,,,,,,
17,,,,6. Verify ZC 6356 appears only in Inland Marine documents,6. Documents should show ZC 6356 only in IM section; NOT in Property section,,,,,,
17,,,,7. Navigate to Property LOB,7. Property LOB should be independent with separate forms,,,,,,
17,,,,8. Verify isolation,8. Form selection in IM should not impact other LOBs,,,,,,
18,Manual,TC18_Verify Form Repository Path Access_Inland Marine_New Business_Domestic_R1,The objective of this test case is to validate that ZC 6356 form is accessible from the correct test repository path with proper metadata,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 Repository,ToDo,Middle Market,CAMS-1863,High,Positive
18,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
18,,,,3. Select ZC 6356 Coverage,3. Form should be selected and attached,,,,,,
18,,,,4. Navigate to documents section,4. Documents section should list attached forms,,,,,,
18,,,,5. Verify form repository reference,5. Form should reference: ""Inland Marine/CAMS-1863 Form Display"",,,,,,
18,,,,6. Verify form accessibility,6. Form should be accessible from defined repository path,,,,,,
18,,,,7. Verify metadata completeness,7. Form metadata should include complete file path and versioning information,,,,,,
19,Manual,TC19_Verify UI Form Selection Dropdown_Inland Marine_New Business_Domestic_R3,The objective of this test case is to validate that ZC 6356 appears correctly in the form selection dropdown with edition label,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Inland Marine/CAMS-1863 UI Dropdown,ToDo,Middle Market,CAMS-1863,High,Positive
19,,,,2. Create a Domestic submission with Inland Marine LOB,2. User should be able to create a submission successfully,,,,,,
19,,,,3. Navigate to Inland Marine LOB screen,3. User should be able to view Inland Marine LOB screen,,,,,,
19,,,,4. Click on coverage/form selection dropdown,4. Dropdown should open and display available forms,,,,,,
19,,,,5. Verify ZC 6356 is present in dropdown,5. ZC 6356 should be visible in the dropdown list,,,,,,
19,,,,6. Verify form label includes edition,6. ZC 6356 should display as ""ZC 6356 - Contractors Equipment (Edition: 03/25)"",,,,,,
19,,,,7. Verify form is selectable,7. User should be able to click and select ZC 6356 from dropdown,,,,,,
19,,,,8. Verify old versions NOT in dropdown,8. Dropdown should NOT contain deprecated form versions,,,,,,
