TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
9,,,,5. Navigate to Umbrella screen and update renewal information,5. Umbrella should be updated successfully,,,,,,
9,,,,6. Price the renewal submission,6. System should process renewal pricing for both LOBs,,,,,,
9,,,,7. Generate Quote document,7. Quote should display both LOBs with renewal terms,,,,,,
9,,,,8. Bind the renewal,8. Renewal should bind successfully,,,,,,
10,Manual,TC10_Verify Renewal with General Liability, Inland Marine and Financial Lines LOB Combination_Middle Market_Renewal_Complete,The objective of this test case is to validate that Renewal with three LOBs (GL, IM, Financial Lines) is supported,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
10,,,,2. Initiate Renewal with General Liability, Inland Marine and Financial Lines LOBs,2. User should be able to create renewal with all three LOBs,,,,,,
10,,,,3. Navigate to Line selection screen,3. All three LOBs should appear in the LOB list from prior policy,,,,,,
10,,,,4. Navigate to General Liability screen and update for renewal,4. General Liability should be updated successfully,,,,,,
10,,,,5. Navigate to Inland Marine screen and update for renewal,5. Inland Marine should be updated successfully,,,,,,
10,,,,6. Navigate to Financial Lines screen and update products for renewal,6. Financial Lines should be updated successfully,,,,,,
10,,,,7. Price the renewal submission,7. System should price all three LOBs for renewal,,,,,,
10,,,,8. Generate Quote document,8. Quote should include all three LOBs,,,,,,
10,,,,9. Bind the renewal,9. Renewal should bind with all three LOBs,,,,,,
11,Manual,TC11_Verify Policy Change with Property and Financial Lines LOB Combination_Middle Market_Policy Change_Modified,The objective of this test case is to validate that Policy Change can modify LOB combinations by adding/removing coverage,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
11,,,,2. Initiate Policy Change with Property and Financial Lines LOBs,2. User should be able to create policy change submission,,,,,,
11,,,,3. Navigate to Line selection screen,3. User should be able to see current LOBs and modify them,,,,,,
11,,,,4. Verify Property LOB is present,4. Property LOB should be available for modification,,,,,,
11,,,,5. Add Financial Lines to the Policy Change,5. Financial Lines should be added to the submission,,,,,,
11,,,,6. Navigate to Property screen and make required changes,6. Property LOB should be updated with policy change details,,,,,,
11,,,,7. Navigate to Financial Lines screen and add required products,7. Financial Lines should be configured for policy change,,,,,,
11,,,,8. Price the policy change submission,8. System should calculate premium adjustment for new LOB combination,,,,,,
11,,,,9. Generate Quote for policy change,9. Quote should reflect Property and Financial Lines,,,,,,
11,,,,10. Bind the policy change,10. Policy change should bind successfully with both LOBs,,,,,,
12,Manual,TC12_Verify Policy Change with Inland Marine and General Liability LOB Combination_Middle Market_Policy Change_Casualty,The objective of this test case is to validate that Policy Change can modify Inland Marine and General Liability LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
12,,,,2. Initiate Policy Change transaction,2. User should be able to create policy change submission,,,,,,
12,,,,3. Navigate to Line selection screen,3. Current LOBs should be displayed for modification,,,,,,
12,,,,4. Select Inland Marine and General Liability LOBs for policy change,4. Both LOBs should be selected for the policy change,,,,,,
12,,,,5. Navigate to Inland Marine screen and make required updates,5. Inland Marine should be updated with policy change details,,,,,,
12,,,,6. Navigate to General Liability screen and make required updates,6. General Liability should be updated with policy change details,,,,,,
12,,,,7. Price the policy change,7. System should calculate new premium for both LOBs,,,,,,
12,,,,8. Generate Quote document,8. Quote should show policy change with both LOBs,,,,,,
12,,,,9. Bind the policy change,9. Policy change binder should include both LOBs,,,,,,
13,Manual,TC13_Verify Policy Change with Property Removal and Umbrella Addition_Middle Market_Policy Change_LOB Modification,The objective of this test case is to validate that Policy Change can remove one LOB and add another (e.g., remove Property, add Umbrella),1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
13,,,,2. Initiate Policy Change on a policy with Property coverage,2. User should be able to modify existing policy,,,,,,
13,,,,3. Navigate to Line selection screen,3. Current LOBs should be visible for modification,,,,,,
13,,,,4. Remove Property LOB from the policy,4. Property should be successfully removed from LOB selection,,,,,,
13,,,,5. Add Umbrella LOB to the policy,5. Umbrella should be successfully added to the policy change,,,,,,
13,,,,6. Navigate to Umbrella screen and complete mandatory fields,6. Umbrella LOB should be configured for policy change,,,,,,
13,,,,7. Price the policy change with new LOB combination,7. System should recalculate premium without Property and with Umbrella,,,,,,
13,,,,8. Generate Quote document,8. Quote should show removal of Property and addition of Umbrella,,,,,,
13,,,,9. Bind the policy change,9. Updated policy should bind with modified LOB combination,,,,,,
14,Manual,TC14_Verify Policy Change with General Liability, Property and Umbrella LOB Combination_Middle Market_Policy Change_Complete,The objective of this test case is to validate that Policy Change can result in three different LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
14,,,,2. Initiate Policy Change transaction,2. User should be able to create policy change submission,,,,,,
14,,,,3. Navigate to Line selection screen,3. User should be able to modify LOB combination,,,,,,
14,,,,4. Select General Liability, Property and Umbrella for the policy change,4. All three LOBs should be selected,,,,,,
14,,,,5. Navigate to General Liability screen and update details,5. General Liability should be configured for policy change,,,,,,
14,,,,6. Navigate to Property screen and update details,6. Property should be configured for policy change,,,,,,
14,,,,7. Navigate to Umbrella screen and configure,7. Umbrella should be configured for policy change,,,,,,
14,,,,8. Price the policy change,8. System should price all three LOBs,,,,,,
14,,,,9. Generate Quote,9. Quote should include all three LOBs,,,,,,
14,,,,10. Bind the policy change,10. Policy change should bind with all three LOBs,,,,,,
15,Manual,TC15_Verify Policy Change with Inland Marine and Financial Lines LOB Combination_Middle Market_Policy Change_Mixed,The objective of this test case is to validate that Policy Change can combine Inland Marine and Financial Lines LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
15,,,,2. Initiate Policy Change transaction with Inland Marine and Financial Lines,2. User should be able to create policy change with both LOBs,,,,,,
15,,,,3. Navigate to Line selection screen,3. Both LOBs should be available for policy change,,,,,,
15,,,,4. Navigate to Inland Marine screen and update information,4. Inland Marine should be modified for policy change,,,,,,
15,,,,5. Navigate to Financial Lines screen and add/update products,5. Financial Lines should be configured for policy change,,,,,,
15,,,,6. Price the policy change,6. System should calculate premium for both LOBs,,,,,,
15,,,,7. Generate Quote document,7. Quote should reflect policy change with both LOBs,,,,,,
15,,,,8. Bind the policy change,8. Policy change should bind successfully,,,,,,
16,Manual,TC16_Verify Rewrite with Inland Marine and General Liability LOB Combination_Middle Market_Rewrite_Casualty,The objective of this test case is to validate that Rewrite transaction can be processed with Inland Marine and General Liability LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
16,,,,2. Initiate Rewrite transaction with Inland Marine and General Liability,2. User should be able to create rewrite submission with both LOBs,,,,,,
16,,,,3. Navigate to Line selection screen,3. Both LOBs should be pre-populated for rewrite,,,,,,
16,,,,4. Navigate to Inland Marine screen and configure for rewrite,4. Inland Marine should be configured with rewrite details,,,,,,
16,,,,5. Navigate to General Liability screen and configure for rewrite,5. General Liability should be configured with rewrite details,,,,,,
16,,,,6. Price the rewrite submission,6. System should price the rewrite with both LOBs,,,,,,
16,,,,7. Generate Quote document,7. Quote should show rewrite of both LOBs,,,,,,
16,,,,8. Bind the rewrite,8. Rewrite binder should include both LOBs,,,,,,
17,Manual,TC17_Verify Rewrite with Property and Umbrella LOB Combination_Middle Market_Rewrite_Property-Casualty,The objective of this test case is to validate that Rewrite can combine Property and Umbrella LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
17,,,,2. Initiate Rewrite transaction with Property and Umbrella LOBs,2. User should be able to create rewrite with both LOBs,,,,,,
17,,,,3. Navigate to Line selection screen,3. Both LOBs should be available for rewrite,,,,,,
17,,,,4. Navigate to Property screen and configure for rewrite,4. Property LOB should be set up for rewrite,,,,,,
17,,,,5. Navigate to Umbrella screen and configure for rewrite,5. Umbrella LOB should be set up for rewrite,,,,,,
17,,,,6. Price the rewrite submission,6. System should price rewrite with both LOBs,,,,,,
17,,,,7. Generate Quote document,7. Quote should display rewrite of both LOBs,,,,,,
17,,,,8. Bind the rewrite,8. Rewrite should bind successfully with both LOBs,,,,,,
18,Manual,TC18_Verify Rewrite with General Liability and Financial Lines LOB Combination_Middle Market_Rewrite_Casualty-Financial,The objective of this test case is to validate that Rewrite can process General Liability and Financial Lines LOBs together,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
18,,,,2. Initiate Rewrite transaction with General Liability and Financial Lines,2. User should be able to create rewrite with both LOBs,,,,,,
18,,,,3. Navigate to Line selection screen,3. Both LOBs should be selected for rewrite,,,,,,
18,,,,4. Navigate to General Liability screen and configure for rewrite,4. General Liability should be configured with rewrite details,,,,,,
18,,,,5. Navigate to Financial Lines screen and configure products for rewrite,5. Financial Lines should be set up for rewrite,,,,,,
18,,,,6. Price the rewrite submission,6. System should calculate rewrite premium for both LOBs,,,,,,
18,,,,7. Generate Quote document,7. Quote should reflect rewrite of both LOBs,,,,,,
18,,,,8. Bind the rewrite,8. Rewrite should bind with both LOBs,,,,,,
19,Manual,TC19_Verify Rewrite with Property, Inland Marine and Financial Lines LOB Combination_Middle Market_Rewrite_Complete,The objective of this test case is to validate that Rewrite can include three LOBs (Property, Inland Marine, Financial Lines),1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
19,,,,2. Initiate Rewrite with Property, Inland Marine and Financial Lines LOBs,2. User should be able to create rewrite with all three LOBs,,,,,,
19,,,,3. Navigate to Line selection screen,3. All three LOBs should be listed for rewrite,,,,,,
19,,,,4. Navigate to Property screen and configure for rewrite,4. Property LOB should be configured successfully,,,,,,
19,,,,5. Navigate to Inland Marine screen and configure for rewrite,5. Inland Marine LOB should be configured successfully,,,,,,
19,,,,6. Navigate to Financial Lines screen and add products for rewrite,6. Financial Lines should be configured successfully,,,,,,
19,,,,7. Price the rewrite submission,7. System should price all three LOBs,,,,,,
19,,,,8. Generate Quote document,8. Quote should include all three LOBs,,,,,,
19,,,,9. Bind the rewrite,9. Rewrite should bind with all three LOBs,,,,,,
20,Manual,TC20_Verify Rewrite with Umbrella and Inland Marine LOB Combination_Middle Market_Rewrite_Casualty-Property,The objective of this test case is to validate that Rewrite can combine Umbrella and Inland Marine LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Combination,ToDo,Middle Market,Lob-Combinations,High,Positive
20,,,,2. Initiate Rewrite with Umbrella and Inland Marine LOBs,2. User should be able to create rewrite with both LOBs,,,,,,
20,,,,3. Navigate to Line selection screen,3. Both LOBs should be available for rewrite,,,,,,
20,,,,4. Navigate to Umbrella screen and configure for rewrite,4. Umbrella LOB should be configured successfully,,,,,,
20,,,,5. Navigate to Inland Marine screen and configure for rewrite,5. Inland Marine LOB should be configured successfully,,,,,,
20,,,,6. Price the rewrite submission,6. System should price rewrite with both LOBs,,,,,,
20,,,,7. Generate Quote document,7. Quote should display both LOBs,,,,,,
20,,,,8. Bind the rewrite,8. Rewrite should bind successfully,,,,,,
21,Manual,TC21_Verify Invalid LOB Combination Selection_Middle Market_New Business_Negative,The objective of this test case is to validate that system prevents selection of invalid LOB combinations that are not supported,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations LOB Validation,ToDo,Middle Market,Lob-Combinations,Medium,Negative
21,,,,2. Attempt to create a submission with unsupported LOB combination,2. System should display an error message indicating invalid combination,,,,,,
21,,,,3. Verify error message is clear and indicates which LOB combination is unsupported,3. User should see a validation error explaining the issue,,,,,,
22,Manual,TC22_Verify Missing Mandatory Fields in LOB Configuration_Middle Market_New Business_Negative,The objective of this test case is to validate that system prevents pricing when mandatory fields are missing in selected LOBs,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations Field Validation,ToDo,Middle Market,Lob-Combinations,Medium,Negative
22,,,,2. Create submission with multiple LOBs selected,2. User should be able to select multiple LOBs,,,,,,
22,,,,3. Navigate to first LOB screen and intentionally leave mandatory field blank,3. Mandatory field should appear empty,,,,,,
22,,,,4. Attempt to Price the submission without completing all LOB mandatory fields,4. System should prevent pricing and display validation error,,,,,,
22,,,,5. Verify error message indicates which LOB has missing mandatory fields,5. Error message should specify the LOB and missing field name,,,,,,
23,Manual,TC23_Verify LOB Removal Without Proper Closure_Middle Market_Policy Change_Negative,The objective of this test case is to validate that system prevents removal of LOBs without proper closeout procedures,1. Navigate to existing policy with active LOBs,1. User should be able to view policy with current LOBs,,,,,,
23,,,,2. Initiate Policy Change transaction,2. User should be able to create policy change,,,,,,
23,,,,3. Attempt to remove a LOB without properly closing it,3. System should prevent LOB removal and show warning,,,,,,
23,,,,4. Verify warning message explaining closure requirements,4. User should see message indicating proper closure is needed,,,,,,
24,Manual,TC24_Verify Duplicate LOB Selection Prevention_Middle Market_New Business_Negative,The objective of this test case is to validate that system prevents selection of the same LOB more than once,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations Duplicate Prevention,ToDo,Middle Market,Lob-Combinations,Medium,Negative
24,,,,2. Select Property as a LOB,2. Property should be added to selected LOBs,,,,,,
24,,,,3. Attempt to select Property again,3. System should prevent duplicate selection and show error,,,,,,
24,,,,4. Verify error message indicates duplicate selection not allowed,4. User should see validation error for duplicate LOB,,,,,,
25,Manual,TC25_Verify LOB Selection UI Elements Display_Middle Market_New Business_UI Validation,The objective of this test case is to validate that all LOB selection UI elements are displayed correctly with proper labels and controls,1. Navigate to Line selection screen,1. User should be able to view the Line selection screen,Lob-Combinations/Lob-Combinations UI Elements,ToDo,Middle Market,Lob-Combinations,Medium,Positive
25,,,,2. Verify all five available LOBs are displayed (Property, Inland Marine, GL, Umbrella, Financial Lines),2. All LOB options should be visible in the UI,,,,,,
25,,,,3. Verify LOB names are correctly labeled,3. Each LOB should have clear descriptive label,,,,,,
25,,,,4. Verify checkboxes or selection controls are present for each LOB,4. Selection controls should be enabled and functional,,,,,,
25,,,,5. Verify Add/Remove buttons are visible,5. Add and Remove buttons should be displayed,,,,,,
26,Manual,TC26_Verify Add and Remove LOB Buttons Functionality_Middle Market_New Business_UI Validation,The objective of this test case is to validate that Add and Remove LOB buttons function correctly,1. Navigate to Line selection screen,1. User should be able to view the Line selection screen,Lob-Combinations/Lob-Combinations Button Functionality,ToDo,Middle Market,Lob-Combinations,Medium,Positive
26,,,,2. Select a LOB from available options,2. LOB should be highlighted or selected,,,,,,
26,,,,3. Click Add button,3. Selected LOB should be added to the submission LOB list,,,,,,
26,,,,4. Verify added LOB appears in the selected LOBs section,4. LOB should now appear in the active LOBs list,,,,,,
26,,,,5. Select an active LOB from the selected list,5. The LOB should be highlighted for removal,,,,,,
26,,,,6. Click Remove button,6. LOB should be removed from the selected list,,,,,,
26,,,,7. Verify LOB is no longer in the active selection,7. LOB should be moved back to available options,,,,,,
27,Manual,TC27_Verify LOB Combination Summary Display_Middle Market_New Business_UI Validation,The objective of this test case is to validate that LOB combination summary is displayed correctly in the submission,1. Navigate to Line selection screen,1. User should be able to view the Line selection screen,Lob-Combinations/Lob-Combinations Summary Display,ToDo,Middle Market,Lob-Combinations,Medium,Positive
27,,,,2. Select multiple LOBs for the submission,2. Selected LOBs should be added to the list,,,,,,
27,,,,3. Verify a summary section displays all selected LOBs,3. Summary should show all chosen LOBs with clear listing,,,,,,
27,,,,4. Verify LOB combination details are accurate,4. Each LOB in summary should match user selection,,,,,,
27,,,,5. Navigate to subsequent screens and verify LOB selection is maintained,5. Selected LOB combination should persist through workflow,,,,,,
27,,,,6. Return to Line selection screen,6. All previously selected LOBs should still be shown,,,,,,
28,Manual,TC28_Verify Produced Scope with Multiple LOB Combination_Middle Market_New Business_Produced Scope,The objective of this test case is to validate that multiple LOB combinations work correctly with Produced scope,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Lob-Combinations/Lob-Combinations Produced Scope,ToDo,Middle Market,Lob-Combinations,High,Positive
28,,,,2. Create a Produced scope submission with Property and Inland Marine LOBs,2. User should be able to select Produced scope and multiple LOBs,,,,,,
28,,,,3. Navigate to Line selection screen,3. Fac indicator should default to Reinsurance for Produced scope,,,,,,
28,,,,4. Verify both LOBs are available for Produced submission,4. Property and Inland Marine should be selectable,,,,,,
28,,,,5. Complete Property LOB configuration,5. Property should be configured with Produced scope details,,,,,,
28,,,,6. Complete Inland Marine LOB configuration,6. Inland Marine should be configured with Produced scope details,,,,,,
28,,,,7. Price the Produced submission with both LOBs,7. System should price with Produced scope indicator,,,,,,
28,,,,8. Generate Quote for Produced scope submission,8. Quote should reflect Produced scope and both LOBs,,,,,,
28,,,,9. Bind the Produced scope submission,9. Binder should include Produced scope reinsurance details with both LOBs,,,,,
