TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
TC_2275_006,,,"","3. Leave Per Day Limit blank | Complete form entry","3. No validation error | Form accepted with blank field","","","","","",
TC_2275_006,,,"","4. Price | Quote | Bind | Issue","4. Complete workflow successful | Policy issued","","","","","",
TC_2275_007,Manual,"TC07_Fleet NB - Per Day Limit Non-Mandatory - PE SEF20U - English","Verify non-mandatory Per Day Limit for PE SEF20U form (PE SEF 20 Loss of Use) in Fleet New Business","1. Create Fleet CA submission | Select PE SEF20U form","1. Submission with PE SEF20U created","MM - November 2025 / CAMS-2275 / Fleet NB",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_007,,,"","2. Navigate to form | Verify Per Day Limit non-mandatory","2. Per Day Limit visible | No mandatory indicators","","","","","",
TC_2275_007,,,"","3. Leave Per Day Limit blank | Proceed to pricing","3. User can proceed without Per Day Limit value","","","","","",
TC_2275_007,,,"","4. Price | Quote | Bind | Issue policy","4. All steps completed | Policy issued","","","","","",
TC_2275_008,Manual,"TC08_Fleet NB - Per Day Limit Non-Mandatory - SEF20U - English","Verify non-mandatory Per Day Limit for SEF20U form (SEF 20 Loss of Use Endorsement) in Fleet New Business","1. Create Fleet CA submission | Select SEF20U form","1. Fleet submission with SEF20U created","MM - November 2025 / CAMS-2275 / Fleet NB",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_008,,,"","2. Navigate to form | Confirm Per Day Limit non-mandatory","2. Per Day Limit field visible | No mandatory indicator","","","","","",
TC_2275_008,,,"","3. Leave blank | Complete form and proceed to pricing","3. No validation error | Pricing accessible","","","","","",
TC_2275_008,,,"","4. Price | Quote | Bind | Issue policy | Verify forms","4. All workflow steps successful | Per Day Limit blank in issued forms","","","","","",
TC_2275_009,Manual,"TC09_IRCA NB - Per Day Limit Non-Mandatory - AB-SEF20U - English","Verify that Per Day Limit field is non-mandatory for 20 series forms (IRCA) during New Business with complete workflow","1. Create submission in UWD for Commercial Auto - IRCA | Initiate and purge to Phoenix","1. IRCA submission created and purged to Phoenix","MM - November 2025 / CAMS-2275 / IRCA NB",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_009,,,"","2. Navigate to Line selection screen | Verify AB-SEF20U form available","2. Line selection displayed | AB-SEF20U selectable","","","","","",
TC_2275_009,,,"","3. Navigate to form fields | Confirm Per Day Limit NOT mandatory","3. Per Day Limit visible | No mandatory indicator","","","","","",
TC_2275_009,,,"","4. Leave Per Day Limit blank | Complete form | Price submission","4. No validation error | Pricing successful","","","","","",
TC_2275_009,,,"","5. Quote | Bind | Issue policy","5. All workflow steps completed | Policy issued","","","","","",
TC_2275_010,Manual,"TC10_IRCA NB - Per Day Limit Non-Mandatory - NSEF20U - English","Verify non-mandatory Per Day Limit for NSEF20U form in IRCA New Business complete workflow","1. Create IRCA CA submission | Select NSEF20U form","1. IRCA submission with NSEF20U created","MM - November 2025 / CAMS-2275 / IRCA NB",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_010,,,"","2. Navigate to form fields | Verify Per Day Limit non-mandatory","2. Per Day Limit visible without mandatory indicator","","","","","",
TC_2275_010,,,"","3. Leave blank | Complete form | Price submission","3. No validation error | Pricing completed","","","","","",
TC_2275_010,,,"","4. Quote | Bind | Issue policy","4. Workflow successful | Policy issued","","","","","",
TC_2275_011,Manual,"TC11_IRCA NB - Per Day Limit Non-Mandatory - OPCF20U - English","Verify non-mandatory Per Day Limit for OPCF20U form in IRCA New Business","1. Create IRCA CA submission | Select OPCF20U form","1. IRCA submission with OPCF20U created","MM - November 2025 / CAMS-2275 / IRCA NB",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_011,,,"","2. Navigate to form | Confirm Per Day Limit non-mandatory","2. Per Day Limit field visible | No mandatory indicator","","","","","",
TC_2275_011,,,"","3. Leave blank | Complete form | Price","3. No validation error | Pricing successful","","","","","",
TC_2275_011,,,"","4. Quote | Bind | Issue policy","4. All steps completed | Policy issued","","","","","",
TC_2275_012,Manual,"TC12_Fleet PC - Per Day Limit Non-Mandatory - AB-SEF20U - English","Verify that Per Day Limit field is non-mandatory for 20 series forms during Fleet Policy Change with complete workflow","1. Create and Issue base Fleet CA policy with AB-SEF20U form | Enter initial Per Day Limit value","1. Base policy issued with initial Per Day Limit","MM - November 2025 / CAMS-2275 / Fleet PC",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_012,,,"","2. Initiate Policy Change transaction | Navigate to form fields","2. Policy Change created | Form fields accessible","","","","","",
TC_2275_012,,,"","3. Verify Per Day Limit field visible and NOT mandatory","3. Per Day Limit visible | No mandatory indicator","","","","","",
TC_2275_012,,,"","4. Clear Per Day Limit field | Leave blank | Complete form","4. Per Day Limit cleared | No validation error","","","","","",
TC_2275_012,,,"","5. Price Policy Change | Quote | Bind | Issue","5. All PC steps completed | Updated policy issued with blank Per Day Limit","","","","","",
TC_2275_013,Manual,"TC13_Fleet PC - Per Day Limit Non-Mandatory - NSEF20U - English","Verify non-mandatory Per Day Limit during Fleet Policy Change with NSEF20U form","1. Create and Issue base Fleet policy with NSEF20U | Initiate Policy Change","1. Base policy issued | PC transaction created","MM - November 2025 / CAMS-2275 / Fleet PC",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_013,,,"","2. Navigate to form fields | Verify Per Day Limit non-mandatory","2. Per Day Limit visible without mandatory indicator","","","","","",
TC_2275_013,,,"","3. Leave blank | Complete form | Price PC","3. No validation error | Pricing successful","","","","","",
TC_2275_013,,,"","4. Quote | Bind | Issue PC","4. PC workflow successful | Updated policy issued","","","","","",
TC_2275_014,Manual,"TC14_IRCA PC - Per Day Limit Non-Mandatory - OPCF20U - English","Verify non-mandatory Per Day Limit during IRCA Policy Change with OPCF20U form","1. Create and Issue base IRCA policy with OPCF20U | Initiate PC","1. Base IRCA policy issued | PC created","MM - November 2025 / CAMS-2275 / IRCA PC",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_014,,,"","2. Navigate to form | Confirm Per Day Limit non-mandatory","2. Per Day Limit visible | No mandatory indicator","","","","","",
TC_2275_014,,,"","3. Leave blank | Complete form | Price PC","3. No validation error | PC pricing successful","","","","","",
TC_2275_014,,,"","4. Quote | Bind | Issue PC","4. PC workflow completed | Updated policy issued","","","","","",
TC_2275_015,Manual,"TC15_Fleet PC OOS - Per Day Limit Non-Mandatory - SEF20U - English","Verify non-mandatory Per Day Limit during Fleet Policy Change Out of Sequence with SEF20U form","1. Create and Issue base Fleet policy with SEF20U | Initiate PC OOS transaction","1. Base policy issued | PC OOS created","MM - November 2025 / CAMS-2275 / Fleet PC OOS",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Positive
TC_2275_015,,,"","2. Navigate to form fields | Verify Per Day Limit non-mandatory","2. Per Day Limit visible without mandatory indicator","","","","","",
TC_2275_015,,,"","3. Leave blank | Complete form | Price PC OOS","3. No validation error | PC OOS pricing successful","","","","","",
TC_2275_015,,,"","4. Quote | Bind | Issue PC OOS","4. PC OOS workflow completed | Updated policy issued","","","","","",
TC_2275_016,Manual,"TC16_Fleet Renewal - Per Day Limit Non-Mandatory - NL SEF20U - English","Verify non-mandatory Per Day Limit during Fleet Renewal with NL SEF20U form","1. Create and Issue base Fleet policy with NL SEF20U | Initiate Renewal transaction","1. Base policy issued | Renewal created","MM - November 2025 / CAMS-2275 / Fleet Renewal",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_016,,,"","2. Navigate to form fields | Confirm Per Day Limit non-mandatory","2. Per Day Limit visible | No mandatory indicator","","","","","",
TC_2275_016,,,"","3. Leave blank | Complete form | Price Renewal","3. No validation error | Renewal pricing successful","","","","","",
TC_2275_016,,,"","4. Quote | Bind | Issue Renewal policy","4. Renewal workflow completed | Renewed policy issued","","","","","",
TC_2275_017,Manual,"TC17_Fleet Rewrite - Per Day Limit Non-Mandatory - PE SEF20U - English","Verify non-mandatory Per Day Limit during Fleet Rewrite with PE SEF20U form","1. Create and Issue base Fleet policy with PE SEF20U | Initiate Rewrite transaction","1. Base policy issued | Rewrite created","MM - November 2025 / CAMS-2275 / Fleet Rewrite",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_017,,,"","2. Navigate to form fields | Verify Per Day Limit non-mandatory","2. Per Day Limit visible without mandatory indicator","","","","","",
TC_2275_017,,,"","3. Leave blank | Complete form | Price Rewrite","3. No validation error | Rewrite pricing successful","","","","","",
TC_2275_017,,,"","4. Quote | Bind | Issue Rewrite policy","4. Rewrite workflow completed | Rewritten policy issued","","","","","",
TC_2275_018,Manual,"TC18_IRCA Renewal - Per Day Limit Non-Mandatory - AB-SEF20U - English","Verify non-mandatory Per Day Limit during IRCA Renewal with AB-SEF20U form","1. Create and Issue base IRCA policy with AB-SEF20U | Initiate Renewal","1. Base IRCA policy issued | Renewal created","MM - November 2025 / CAMS-2275 / IRCA Renewal",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_018,,,"","2. Navigate to form | Confirm Per Day Limit non-mandatory","2. Per Day Limit visible | No mandatory indicator","","","","","",
TC_2275_018,,,"","3. Leave blank | Complete form | Price Renewal","3. No validation error | Pricing successful","","","","","",
TC_2275_018,,,"","4. Quote | Bind | Issue Renewal policy","4. Renewal workflow completed | Updated policy issued","","","","","",
TC_2275_019,Manual,"TC19_IRCA Rewrite - Per Day Limit Non-Mandatory - NSEF20U - English","Verify non-mandatory Per Day Limit during IRCA Rewrite with NSEF20U form","1. Create and Issue base IRCA policy with NSEF20U | Initiate Rewrite","1. Base IRCA policy issued | Rewrite created","MM - November 2025 / CAMS-2275 / IRCA Rewrite",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_019,,,"","2. Navigate to form | Verify Per Day Limit non-mandatory","2. Per Day Limit visible without mandatory indicator","","","","","",
TC_2275_019,,,"","3. Leave blank | Complete form | Price Rewrite","3. No validation error | Rewrite pricing successful","","","","","",
TC_2275_019,,,"","4. Quote | Bind | Issue Rewrite policy","4. Rewrite workflow completed | Policy issued","","","","","",
TC_2275_020,Manual,"TC20_Fleet Reinstatement - Per Day Limit Non-Mandatory - FANB20G - French","Verify non-mandatory Per Day Limit during Fleet Reinstatement with FANB20G French form","1. Create base Fleet policy | Cancel policy | Initiate Reinstatement with French language","1. Base policy cancelled | Reinstatement created","MM - November 2025 / CAMS-2275 / Fleet Reinstatement",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Positive
TC_2275_020,,,"","2. Navigate to form fields (French) | Confirm Per Day Limit non-mandatory","2. FANB20G French form displayed | Per Day Limit non-mandatory","","","","","",
TC_2275_020,,,"","3. Leave blank | Complete form | Price Reinstatement","3. No validation error | Reinstatement pricing successful","","","","","",
TC_2275_020,,,"","4. Quote | Bind | Issue Reinstatement","4. Reinstatement workflow completed | Policy reactivated","","","","","",
TC_2275_021,Manual,"TC21_UI Validation - Per Day Limit Field NOT Required - Visual Indicator Absence - Fleet","Verify that Per Day Limit field does not display as mandatory with no red asterisk or required indicator in Fleet forms","1. Create Fleet CA submission | Navigate to any 20 series form","1. Fleet submission created | Form screen displayed","MM - November 2025 / CAMS-2275 / UI Validation",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_021,,,"","2. Inspect Per Day Limit field for mandatory indicators","2. Per Day Limit field visible without asterisk or 'Required' text","","","","","",
TC_2275_021,,,"","3. Inspect field label and compare with other mandatory fields","3. Per Day Limit label NOT prefixed with asterisk | Differs from mandatory fields","","","","","",
TC_2275_021,,,"","4. Inspect UI element styling for mandatory indicator","4. Per Day Limit field NOT highlighted as mandatory","","","","","",
TC_2275_022,Manual,"TC22_UI Validation - Per Day Limit Field NOT Required - Visual Indicator Absence - IRCA","Verify that Per Day Limit field does not display as mandatory with no red asterisk or required indicator in IRCA forms","1. Create IRCA CA submission | Navigate to any 20 series form","1. IRCA submission created | Form displayed","MM - November 2025 / CAMS-2275 / UI Validation",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Positive
TC_2275_022,,,"","2. Inspect Per Day Limit field for mandatory indicators","2. Per Day Limit field visible without mandatory indicator","","","","","",
TC_2275_022,,,"","3. Compare Per Day Limit field with other mandatory fields on form","3. Per Day Limit NOT marked as mandatory | Differs from required fields","","","","","",
TC_2275_023,Manual,"TC23_UI Validation - Submission Allowed Without Per Day Limit Entry - Fleet NB to Issue","Verify user can complete entire submission workflow without entering Per Day Limit value in Fleet NB","1. Create Fleet CA NB submission | Navigate to form with Per Day Limit","1. Fleet NB submission created | Form screen displayed","MM - November 2025 / CAMS-2275 / UI Validation",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_023,,,"","2. Do NOT enter any value in Per Day Limit field | Attempt to proceed to next screen","2. User able to proceed without entering Per Day Limit | No error message","","","","","",
TC_2275_023,,,"","3. Complete all form entries | Navigate to pricing","3. No mandatory field validation error | Pricing screen accessible","","","","","",
TC_2275_023,,,"","4. Price | Quote | Bind | Issue policy without Per Day Limit","4. Complete workflow successful | Policy issued with blank Per Day Limit","","","","","",
TC_2275_024,Manual,"TC24_Document Validation - Printed Forms Show Blank Per Day Limit - Fleet NB Quote","Verify that when Per Day Limit is left blank, the generated Quote document displays blank for that field in Fleet NB","1. Create Fleet CA NB with AB-SEF20U | Leave Per Day Limit blank throughout","1. Fleet NB submission created with blank Per Day Limit","MM - November 2025 / CAMS-2275 / Document Validation",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_024,,,"","2. Complete all mandatory fields | Price submission | Generate Quote","2. Pricing successful | Quote document generated","","","","","",
TC_2275_024,,,"","3. Download and inspect Quote document","3. Quote document accessible and downloadable","","","","","",
TC_2275_024,,,"","4. Verify Per Day Limit field displays as blank in Quote","4. Quote document shows blank/empty in Per Day Limit field | No default values","","","","","",
TC_2275_025,Manual,"TC25_Document Validation - Printed Forms Show Blank Per Day Limit - Fleet NB Binder","Verify that when Per Day Limit is left blank, the Binder document displays blank for that field in Fleet NB","1. Create Fleet CA NB with NSEF20U | Leave Per Day Limit blank | Complete workflow","1. Fleet NB submission created with blank Per Day Limit","MM - November 2025 / CAMS-2275 / Document Validation",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Positive
TC_2275_025,,,"","2. Proceed to Bind step | Generate Binder document","2. Binder document generated successfully","","","","","",
TC_2275_025,,,"","3. Download and inspect Binder document","3. Binder accessible and downloadable","","","","","",
TC_2275_025,,,"","4. Verify Per Day Limit field displays as blank in Binder","4. Binder shows blank Per Day Limit | No default values present","","","","","",
TC_2275_026,Manual,"TC26_Negative Test - System Rejects Old Per Day Limit Validation Rule","Verify that system does NOT enforce Per Day Limit as mandatory (negative case - old behavior rejected)","1. Create Fleet CA NB submission with 20 series form | Attempt to submit without Per Day Limit","1. Fleet NB submission created","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_026,,,"","2. Proceed to Pricing without entering Per Day Limit","2. System should NOT block with 'Per Day Limit is required' error","","","","","",
TC_2275_026,,,"","3. Verify NO validation error appears for missing Per Day Limit","3. No error message | Pricing proceeds successfully","","","","","",
TC_2275_027,Manual,"TC27_Negative Test - Per Day Limit Optional Across All 8 Forms","Verify that all 8 specified 20 series forms treat Per Day Limit as optional (negative case - inconsistency check)","1. Create submissions for each form type: AB-SEF20U, FANB20G, NBEF20U, NL SEF20U, NSEF20U, OPCF20U, PE SEF20U, SEF20U","1. Eight separate Fleet CA submissions created","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_027,,,"","2. For each form, navigate to Per Day Limit field","2. All forms display Per Day Limit field","","","","","",
TC_2275_027,,,"","3. For each form, leave Per Day Limit blank and attempt to proceed","3. All forms allow blank Per Day Limit without error","","","","","",
TC_2275_027,,,"","4. Verify NO form enforces Per Day Limit as mandatory","4. Consistent behavior across all 8 forms | All proceed successfully","","","","","",
TC_2275_028,Manual,"TC28_Negative Test - Per Day Limit Optional in Multiple Languages","Verify that Per Day Limit remains optional across English and French language selections (negative case)","1. Create Fleet CA submissions in both English and French languages","1. Fleet submissions created for both languages","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_028,,,"","2. In English version: Navigate to form with 20 series form | Leave Per Day Limit blank","2. English form allows blank Per Day Limit | No validation error","","","","","",
TC_2275_028,,,"","3. In French version: Navigate to form with FANB20G | Leave Per Day Limit blank","3. French form allows blank Per Day Limit | No validation error","","","","","",
TC_2275_028,,,"","4. Verify consistent behavior across languages - NO mandatory enforcement","4. Both languages treat Per Day Limit as optional | Consistent behavior","","","","","",
TC_2275_029,Manual,"TC29_Negative Test - Policy Change Cannot Force Per Day Limit Entry","Verify that Policy Change transaction does NOT enforce Per Day Limit as mandatory when field is blank","1. Create base Fleet policy with Per Day Limit populated | Initiate Policy Change","1. Base policy issued with Per Day Limit value","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_029,,,"","2. In Policy Change, clear the Per Day Limit field | Leave blank","2. Per Day Limit field cleared successfully","","","","","",
TC_2275_029,,,"","3. Attempt to proceed to Pricing without re-entering Per Day Limit","3. System should NOT block with mandatory field error","","","","","",
TC_2275_029,,,"","4. Verify Policy Change completes with blank Per Day Limit","4. PC workflow successful | No validation error for blank field","","","","","",
TC_2275_030,Manual,"TC30_Negative Test - Renewal Cannot Force Per Day Limit Entry","Verify that Renewal transaction does NOT enforce Per Day Limit as mandatory when field is blank","1. Create base Fleet policy with Per Day Limit value | Initiate Renewal","1. Base policy issued with Per Day Limit","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_030,,,"","2. In Renewal, clear Per Day Limit field | Leave blank","2. Per Day Limit cleared successfully","","","","","",
TC_2275_030,,,"","3. Proceed to Pricing without re-entering Per Day Limit","3. System should NOT enforce mandatory field requirement","","","","","",
TC_2275_030,,,"","4. Verify Renewal completes with blank Per Day Limit","4. Renewal workflow successful | No validation error","","","","","",
TC_2275_031,Manual,"TC31_Negative Test - Rewrite Cannot Force Per Day Limit Entry","Verify that Rewrite transaction does NOT enforce Per Day Limit as mandatory when left blank","1. Create base Fleet policy with Per Day Limit value | Initiate Rewrite","1. Base policy issued with Per Day Limit","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,High,Negative
TC_2275_031,,,"","2. In Rewrite, clear Per Day Limit field | Leave blank","2. Per Day Limit cleared successfully","","","","","",
TC_2275_031,,,"","3. Proceed to Pricing without entering Per Day Limit","3. No mandatory field validation error | Pricing accessible","","","","","",
TC_2275_031,,,"","4. Verify Rewrite completes successfully with blank Per Day Limit","4. Rewrite workflow successful | Policy issued","","","","","",
TC_2275_032,Manual,"TC32_Negative Test - IRCA Forms Do NOT Enforce Per Day Limit","Verify that IRCA forms also treat Per Day Limit as non-mandatory (consistency check for IRCA scope)","1. Create IRCA CA NB with any 20 series form | Leave Per Day Limit blank","1. IRCA NB submission created","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - IRCA,CAMS-2275,High,Negative
TC_2275_032,,,"","2. Proceed through form entry without entering Per Day Limit","2. IRCA form accepts blank Per Day Limit | No error","","","","","",
TC_2275_032,,,"","3. Verify NO IRCA-specific validation enforces Per Day Limit","3. IRCA scope does NOT require Per Day Limit | Consistent with Fleet","","","","","",
TC_2275_033,Manual,"TC33_Negative Test - Produced Scope Does NOT Enforce Per Day Limit","Verify that Per Day Limit remains optional in Produced scope submission","1. Create Fleet CA submission with Produced scope | Select 20 series form","1. Fleet Produced scope submission created","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_033,,,"","2. Navigate to form | Leave Per Day Limit blank","2. Per Day Limit field blank | No mandatory indicator","","","","","",
TC_2275_033,,,"","3. Attempt to proceed without entering Per Day Limit","3. No validation error | Produced scope allows blank Per Day Limit","","","","","",
TC_2275_034,Manual,"TC34_Negative Test - Multiple Policy Changes Cannot Require Per Day Limit","Verify that sequential Policy Changes do NOT enforce Per Day Limit across multiple PC iterations","1. Create and Issue base Fleet policy | Leave Per Day Limit blank in NB","1. Base policy issued with blank Per Day Limit","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_034,,,"","2. Initiate first Policy Change | Leave Per Day Limit blank | Issue","2. First PC completed with blank Per Day Limit","","","","","",
TC_2275_034,,,"","3. Initiate second Policy Change | Leave Per Day Limit blank | Attempt to issue","3. Second PC created | No mandatory field error for Per Day Limit","","","","","",
TC_2275_034,,,"","4. Verify both PCs accepted blank Per Day Limit without enforcement","4. Both PC transactions successful | Consistent non-mandatory behavior","","","","","",
TC_2275_035,Manual,"TC35_Negative Test - Form Document Validation Does NOT Add Per Day Limit","Verify that document validation process does NOT add or populate Per Day Limit when field was left blank","1. Create Fleet CA NB | Leave Per Day Limit blank throughout | Quote policy","1. NB created with blank Per Day Limit | Quote generated","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_035,,,"","2. Download Quote document | Inspect Per Day Limit field","2. Quote document downloaded","","","","","",
TC_2275_035,,,"","3. Verify Quote document does NOT contain auto-populated Per Day Limit value","3. Quote shows blank Per Day Limit | No system-generated default value","","","","","",
TC_2275_035,,,"","4. Verify document validation allows blank Per Day Limit","4. Document validation successful | Blank field accepted","","","","","",
TC_2275_036,Manual,"TC36_Negative Test - Binding Process Does NOT Enforce Per Day Limit","Verify that Bind process does NOT enforce Per Day Limit as mandatory when field is blank","1. Create and Price Fleet CA NB | Leave Per Day Limit blank | Generate Quote","1. NB created and Quoted with blank Per Day Limit","MM - November 2025 / CAMS-2275 / Negative Test",ToDo,Commercial Auto - Fleet,CAMS-2275,Medium,Negative
TC_2275_036,,,"","2. Attempt to Bind policy with blank Per Day Limit","2. Bind process initiated | No mandatory field validation","","","","","",
TC_2275_036,,,"","3. Verify Bind does NOT reject blank Per Day Limit","3. Bind successful | No error message for Per Day Limit","","","","","",
TC_2275_036,,,"","4. Verify Binder document reflects blank Per Day Limit","4. Binder created | Per Day Limit displays as blank","","","","","",
