TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
1,Manual,TC01_Verify Per Day Limit Field Not Mandatory for AB-SEF20 U_Fleet_New Business_AC1,The objective of this test case is to validate that the Per Day Limit field is not mandatory for the AB-SEF20 U form when creating a new business submission in Fleet LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen with all required fields,Commercial Auto/CAMS-2275 Per Day Limit Non-Mandatory,ToDo,Commercial Auto,CAMS-2275,High,Positive
2,,,,6. Complete pricing and navigate to Quote,6. User should be able to generate quote,,,,,
2,,,,7. Verify Per Day Limit field in quote document,7. Per Day Limit field in the quote document should be blank/empty,,,,,
3,Manual,TC03_Verify Per Day Limit Field Not Mandatory for AB-SEF 20 Loss of Use Endorsement_Fleet_New Business_AC1,The objective of this test case is to validate that the Per Day Limit field is not mandatory for AB-SEF 20 Loss of Use Endorsement form in Fleet LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Loss of Use Endorsement,ToDo,Commercial Auto,CAMS-2275,High,Positive
3,,,,2. Create a Domestic submission with Commercial Auto product,2. User should be able to create a submission successfully,,,,,
3,,,,3. Navigate to Line selection screen and select Fleet LOB,3. Fleet LOB should be configured,,,,,
3,,,,4. Configure Fleet by adding vehicles and filling mandatory fields,4. Fleet setup should be complete,,,,,
3,,,,5. Navigate to Coverage/Forms and select AB-SEF 20 Loss of Use Endorsement,5. Form should be selectable,,,,,
3,,,,6. Verify Per Day Limit field is not mandatory,6. System should not require Per Day Limit field to be filled,,,,,
3,,,,7. Leave Per Day Limit blank and proceed to pricing,7. Pricing should proceed without Per Day Limit value,,,,,
4,Manual,TC04_Verify Per Day Limit Field Not Mandatory for FANB 20 G_IRCA_New Business_AC1,The objective of this test case is to validate that the Per Day Limit field is not mandatory for FANB 20 G form in IRCA LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA Forms,ToDo,Commercial Auto,CAMS-2275,High,Positive
4,,,,2. Create a Domestic submission with Commercial Auto product,2. User should be able to create a submission successfully,,,,,
4,,,,3. Navigate to Line selection screen and select IRCA LOB,3. IRCA LOB should be selectable,,,,,
4,,,,4. Select base jurisdiction (QC/ON/AB) and add vehicles,4. IRCA jurisdiction should be selected and vehicles configured,,,,,
4,,,,5. Add driver details and assign vehicles,5. Driver and vehicle assignment should be complete,,,,,
4,,,,6. Navigate to Coverage/Forms and select FANB 20 G form,6. FANB 20 G form should be selectable,,,,,
4,,,,7. Verify Per Day Limit field is displayed but not mandatory,7. Per Day Limit field should not be enforced as mandatory,,,,,
4,,,,8. Leave Per Day Limit blank and complete risk analysis,8. Risk analysis should proceed without Per Day Limit value,,,,,
5,Manual,TC05_Verify Per Day Limit Blank in Issued Policy_FANB 20 G_IRCA_New Business_AC2,The objective of this test case is to validate that Per Day Limit field appears blank in the issued policy document when left empty,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Policy Issuance,ToDo,Commercial Auto,CAMS-2275,High,Positive
5,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
5,,,,3. Configure IRCA with jurisdiction and add vehicles/drivers,3. IRCA configuration should be complete,,,,,
5,,,,4. Select FANB 20 G form and leave Per Day Limit blank,4. Form should be selected without Per Day Limit value,,,,,
5,,,,5. Complete pricing and quote generation,5. Quote should be generated successfully,,,,,
5,,,,6. Bind the policy,6. Binder document should be created,,,,,
5,,,,7. Issue the policy,7. Issued policy should be generated,,,,,
5,,,,8. Verify Per Day Limit field is blank in issued policy document,8. Per Day Limit field in the policy document should remain blank,,,,,
6,Manual,TC06_Verify Per Day Limit Not Mandatory for NBEF 20 U_Fleet_Policy Change_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for NBEF 20 U form during policy change transaction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Policy Change,ToDo,Commercial Auto,CAMS-2275,High,Positive
6,,,,2. Create an existing policy reference for policy change,2. Existing policy should be loaded successfully,,,,,
6,,,,3. Initiate policy change transaction with Fleet LOB,3. Policy change transaction should start,,,,,
6,,,,4. Configure Fleet changes and add NBEF 20 U form,4. NBEF 20 U form should be selectable,,,,,
6,,,,5. Leave Per Day Limit field blank,5. System should allow blank Per Day Limit for policy change,,,,,
6,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank Per Day Limit,,,,,
6,,,,7. Bind and issue the policy change,7. Policy change should be issued with blank Per Day Limit,,,,,
7,Manual,TC07_Verify Per Day Limit Not Mandatory for NL SEF 20 U_IRCA_Policy Change_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for NL SEF 20 U form during IRCA policy change,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Policy Change IRCA,ToDo,Commercial Auto,CAMS-2275,High,Positive
7,,,,2. Load existing IRCA policy for policy change,2. Existing policy should be loaded,,,,,
7,,,,3. Initiate policy change transaction,3. Policy change should be initiated,,,,,
7,,,,4. Add/modify vehicles and select NL SEF 20 U form,4. NL SEF 20 U form should be selectable,,,,,
7,,,,5. Verify Per Day Limit field is not mandatory,5. Per Day Limit should not be enforced as required,,,,,
7,,,,6. Leave Per Day Limit blank and complete pricing,6. Pricing should proceed without Per Day Limit,,,,,
8,Manual,TC08_Verify Per Day Limit Not Mandatory for NSEF 20 U_Fleet_Renewal_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for NSEF 20 U form during renewal transaction in Fleet LOB,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Renewal,ToDo,Commercial Auto,CAMS-2275,High,Positive
8,,,,2. Load an existing Fleet policy for renewal,2. Policy should be loaded for renewal,,,,,
8,,,,3. Initiate renewal transaction,3. Renewal transaction should start,,,,,
8,,,,4. Configure renewal changes and select NSEF 20 U form,4. NSEF 20 U form should be available for renewal,,,,,
8,,,,5. Leave Per Day Limit blank,5. System should allow proceeding without Per Day Limit value,,,,,
8,,,,6. Complete pricing and quote,6. Quote should be generated successfully,,,,,
9,Manual,TC09_Verify Per Day Limit Blank in Renewal Quote_NSEF 20 U_Fleet_Renewal_AC2,The objective of this test case is to validate that Per Day Limit field remains blank in the renewal quote document,1. Navigate to renewal submission screen,1. User should be able to access renewal workflow,Commercial Auto/CAMS-2275 Renewal Document,ToDo,Commercial Auto,CAMS-2275,High,Positive
9,,,,2. Load existing Fleet policy and initiate renewal,2. Renewal should be initiated,,,,,
9,,,,3. Add NSEF 20 U form with blank Per Day Limit,3. Form should be selected with blank field,,,,,
9,,,,4. Complete pricing,4. Pricing should complete successfully,,,,,
9,,,,5. Generate quote document,5. Quote document should be generated,,,,,
9,,,,6. Verify Per Day Limit appears blank in quote,6. Per Day Limit field in quote should be blank,,,,,
10,Manual,TC10_Verify Per Day Limit Not Mandatory for OPCF 20 U_IRCA_Renewal_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for OPCF 20 U form during IRCA renewal,1. Navigate to renewal submission screen,1. User should be able to access renewal workflow,Commercial Auto/CAMS-2275 IRCA Renewal,ToDo,Commercial Auto,CAMS-2275,High,Positive
10,,,,2. Load existing IRCA policy for renewal,2. Policy should be loaded successfully,,,,,
10,,,,3. Initiate renewal transaction with IRCA LOB,3. Renewal should start,,,,,
10,,,,4. Configure renewal updates and select OPCF 20 U form,4. OPCF 20 U form should be selectable,,,,,
10,,,,5. Leave Per Day Limit blank and proceed,5. System should allow blank Per Day Limit,,,,,
10,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank field,,,,,
11,Manual,TC11_Verify Per Day Limit Not Mandatory for PE SEF 20 U_Fleet_Reinstatement_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for PE SEF 20 U form during fleet reinstatement,1. Navigate to reinstatement submission screen,1. User should be able to access reinstatement workflow,Commercial Auto/CAMS-2275 Reinstatement,ToDo,Commercial Auto,CAMS-2275,High,Positive
11,,,,2. Load a cancelled Fleet policy for reinstatement,2. Cancelled policy should be loaded,,,,,
11,,,,3. Initiate reinstatement transaction,3. Reinstatement should be initiated,,,,,
11,,,,4. Configure reinstatement and select PE SEF 20 U form,4. PE SEF 20 U form should be available,,,,,
11,,,,5. Leave Per Day Limit blank,5. System should not require Per Day Limit value,,,,,
11,,,,6. Complete pricing and quote,6. Quote should be generated successfully,,,,,
12,Manual,TC12_Verify Per Day Limit Not Mandatory for SEF 20_IRCA_Reinstatement_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for SEF 20 form during IRCA reinstatement,1. Navigate to reinstatement submission screen,1. User should be able to access reinstatement workflow,Commercial Auto/CAMS-2275 IRCA Reinstatement,ToDo,Commercial Auto,CAMS-2275,High,Positive
12,,,,2. Load a cancelled IRCA policy for reinstatement,2. Cancelled policy should be loaded,,,,,
12,,,,3. Initiate reinstatement transaction with IRCA LOB,3. Reinstatement should start,,,,,
12,,,,4. Configure IRCA and select SEF 20 form,4. SEF 20 form should be selectable,,,,,
12,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding without Per Day Limit,,,,,
12,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank Per Day Limit,,,,,
13,Manual,TC13_Verify Per Day Limit Not Mandatory for AB-SEF20 U_Fleet_Rewrite_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for AB-SEF20 U form during fleet rewrite transaction,1. Navigate to rewrite submission screen,1. User should be able to access rewrite workflow,Commercial Auto/CAMS-2275 Rewrite,ToDo,Commercial Auto,CAMS-2275,High,Positive
13,,,,2. Load an existing Fleet policy for rewrite,2. Policy should be loaded for rewrite,,,,,
13,,,,3. Initiate rewrite transaction,3. Rewrite transaction should be initiated,,,,,
13,,,,4. Configure rewrite changes and select AB-SEF20 U form,4. AB-SEF20 U form should be available,,,,,
13,,,,5. Leave Per Day Limit blank,5. System should allow blank Per Day Limit,,,,,
13,,,,6. Complete pricing and quote generation,6. Quote should be generated successfully,,,,,
14,Manual,TC14_Verify Per Day Limit Not Mandatory for FANB 20 G_IRCA_Rewrite_AC1,The objective of this test case is to validate that Per Day Limit is not mandatory for FANB 20 G form during IRCA rewrite transaction,1. Navigate to rewrite submission screen,1. User should be able to access rewrite workflow,Commercial Auto/CAMS-2275 IRCA Rewrite,ToDo,Commercial Auto,CAMS-2275,High,Positive
14,,,,2. Load an existing IRCA policy for rewrite,2. Policy should be loaded,,,,,
14,,,,3. Initiate rewrite transaction with IRCA LOB,3. Rewrite should start,,,,,
14,,,,4. Configure rewrite and select FANB 20 G form,4. FANB 20 G form should be selectable,,,,,
14,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding without Per Day Limit,,,,,
14,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank field,,,,,
15,Manual,TC15_Verify Per Day Limit Field UI Display_AB-SEF20 U_Fleet_New Business,The objective of this test case is to validate the UI display and formatting of Per Day Limit field for AB-SEF20 U form,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 UI Validation,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
15,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
15,,,,3. Configure Fleet and navigate to forms section,3. Forms section should be accessible,,,,,
15,,,,4. Select AB-SEF20 U form,4. Form should be selected,,,,,
15,,,,5. Verify Per Day Limit field label is correctly displayed,5. Field label should be clearly visible and properly formatted,,,,,
15,,,,6. Verify Per Day Limit field is not marked as mandatory (no asterisk or required indicator),6. No mandatory indicator should be present on the field,,,,,
15,,,,7. Verify field is enabled for input if user wants to provide value,7. Field should be editable and accept user input when provided,,,,,
16,Manual,TC16_Verify Per Day Limit Field UI Display_NBEF 20 U_IRCA_New Business,The objective of this test case is to validate the UI display and formatting of Per Day Limit field for NBEF 20 U form in IRCA,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA UI Validation,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
16,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
16,,,,3. Configure IRCA jurisdiction and vehicles,3. IRCA should be configured,,,,,
16,,,,4. Navigate to forms section and select NBEF 20 U,4. NBEF 20 U form should be selectable,,,,,
16,,,,5. Verify Per Day Limit field label and formatting,5. Field should be displayed with clear label,,,,,
16,,,,6. Verify field does not have mandatory indicator,6. Field should not be marked as required,,,,,
17,Manual,TC17_Verify Per Day Limit Field for English Forms_AB-SEF 20 Loss of Use Endorsement_Fleet_New Business,The objective of this test case is to validate that Per Day Limit field is correctly handled for English version of AB-SEF 20 Loss of Use Endorsement form,1. Set application language to English,1. Application interface should display in English,Commercial Auto/CAMS-2275 Language Support,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
17,,,,2. Navigate to Phoenix submission creation screen,2. User should be able to view the submission in English,,,,,
17,,,,3. Create a Domestic submission with Fleet LOB,3. Submission should be created successfully,,,,,
17,,,,4. Configure Fleet and select AB-SEF 20 Loss of Use Endorsement,4. Form should be selectable,,,,,
17,,,,5. Verify Per Day Limit field label displays in English,5. Field label should display in English correctly,,,,,
17,,,,6. Verify field is non-mandatory,6. Per Day Limit should not be enforced,,,,,
17,,,,7. Leave field blank and complete pricing,7. Pricing should proceed successfully,,,,,
18,Manual,TC18_Verify Per Day Limit Field for French Forms_FANB 20 G_IRCA_New Business,The objective of this test case is to validate that Per Day Limit field is correctly handled for French version of FANB 20 G form,1. Set application language to French,1. Application interface should display in French,Commercial Auto/CAMS-2275 French Language Support,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
18,,,,2. Navigate to Phoenix submission creation screen,2. User should be able to view the submission in French,,,,,
18,,,,3. Create a Domestic submission with IRCA LOB,3. Submission should be created successfully,,,,,
18,,,,4. Configure IRCA and select FANB 20 G form,4. Form should be selectable,,,,,
18,,,,5. Verify Per Day Limit field label displays in French,5. Field label should display in French correctly,,,,,
18,,,,6. Verify field is non-mandatory,6. Per Day Limit should not be enforced,,,,,
18,,,,7. Leave field blank and complete configuration,7. Configuration should proceed without Per Day Limit,,,,,
19,Manual,TC19_Verify Per Day Limit Non-Mandatory Across All 8 Forms_Fleet_New Business_Bulk Type,The objective of this test case is to validate that Per Day Limit is non-mandatory for all 8 forms in a single Fleet bulk submission,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Multi-Form Validation,ToDo,Commercial Auto,CAMS-2275,High,Positive
19,,,,2. Create a Domestic submission with Commercial Auto product,2. Submission should be created successfully,,,,,
19,,,,3. Navigate to Line selection and select Fleet LOB,3. Fleet LOB should be configured,,,,,
19,,,,4. Add vehicles and set Fleet type to Bulk,4. Fleet should be configured as Bulk type,,,,,
19,,,,5. Fill all mandatory Fleet fields,5. Fleet configuration should be complete,,,,,
19,,,,6. Navigate to forms section and add AB-SEF20 U form without Per Day Limit,6. Form should be added successfully,,,,,
19,,,,7. Verify all other 7 forms are also available and non-mandatory for Per Day Limit,7. All forms should be available without Per Day Limit requirement,,,,,
19,,,,8. Complete pricing with multiple forms,8. Pricing should succeed with all forms having blank Per Day Limit,,,,,
20,Manual,TC20_Verify Per Day Limit Non-Mandatory Across All 8 Forms_IRCA_New Business_QC_Jurisdiction,The objective of this test case is to validate that Per Day Limit is non-mandatory for all 8 forms in IRCA QC jurisdiction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA Multi-Form,ToDo,Commercial Auto,CAMS-2275,High,Positive
20,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
20,,,,3. Select QC as base jurisdiction,3. QC jurisdiction should be selected,,,,,
20,,,,4. Add vehicles and driver details,4. IRCA should be configured,,,,,
20,,,,5. Navigate to forms section,5. Forms section should be accessible,,,,,
20,,,,6. Verify all 8 forms are available without Per Day Limit mandatory requirement,6. All forms should be selectable as non-mandatory,,,,,
20,,,,7. Add multiple forms with blank Per Day Limit,7. Forms should be added successfully,,,,,
20,,,,8. Complete risk analysis and pricing,8. Pricing should complete with all forms,,,,,
21,Manual,TC21_Verify Per Day Limit Non-Mandatory with Scheduled Fleet Type_Fleet_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for 20-series forms in Scheduled Fleet type,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Scheduled Fleet,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
21,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
21,,,,3. Navigate to Fleet summary and select Scheduled as fleet type,3. Fleet should be set as Scheduled type,,,,,
21,,,,4. Add scheduled vehicles with all mandatory details,4. Vehicles should be configured,,,,,
21,,,,5. Select any 20-series form and leave Per Day Limit blank,5. Form should be selectable without Per Day Limit,,,,,
21,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank Per Day Limit,,,,,
22,Manual,TC22_Verify Per Day Limit Non-Mandatory with ON Jurisdiction IRCA_IRCA_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for 20-series forms in IRCA ON jurisdiction,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA ON,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
22,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
22,,,,3. Select ON as base jurisdiction,3. ON jurisdiction should be selected,,,,,
22,,,,4. Add vehicles and drivers for ON jurisdiction,4. IRCA should be configured,,,,,
22,,,,5. Select any 20-series form and leave Per Day Limit blank,5. Form should be selectable without Per Day Limit,,,,,
22,,,,6. Approve UW rules and complete pricing,6. Pricing should complete successfully,,,,,
23,Manual,TC23_Negative - System Should Not Enforce Per Day Limit as Mandatory_Fleet_New Business,The objective of this test case is to validate that the system does not enforce Per Day Limit as mandatory even if configured,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Negative Validation,ToDo,Commercial Auto,CAMS-2275,High,Negative
23,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
23,,,,3. Configure Fleet and select a 20-series form,3. Form should be selected,,,,,
23,,,,4. Attempt to proceed without filling Per Day Limit,4. System should NOT display error or validation message about missing Per Day Limit,,,,,
23,,,,5. Verify pricing can proceed with blank Per Day Limit,5. Pricing should complete without validation errors,,,,,
23,,,,6. Verify quote generation completes successfully,6. Quote should be generated without Per Day Limit errors,,,,,
24,Manual,TC24_Negative - Data Validation for Invalid Per Day Limit Format_Fleet_New Business,The objective of this test case is to validate that incorrect format data in Per Day Limit is handled appropriately,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Data Validation,ToDo,Commercial Auto,CAMS-2275,Medium,Negative
24,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
24,,,,3. Configure Fleet and select a 20-series form,3. Form should be selected,,,,,
24,,,,4. Enter invalid format in Per Day Limit field (e.g., special characters),4. System should handle invalid input appropriately,,,,,
24,,,,5. Verify system either rejects invalid input or clears the field,5. Invalid data should not be accepted in Per Day Limit field,,,,,
24,,,,6. Verify pricing proceeds with valid/blank Per Day Limit,6. Pricing should complete successfully,,,,,
25,Manual,TC25_Negative - Per Day Limit Not Carried Over to Printed Document_Fleet_New Business,The objective of this test case is to validate that any erroneous Per Day Limit data is not reflected in printed forms,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Print Validation,ToDo,Commercial Auto,CAMS-2275,High,Negative
25,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
25,,,,3. Configure Fleet and select a 20-series form with blank Per Day Limit,3. Form should be selected,,,,,
25,,,,4. Generate quote document,4. Quote should be generated,,,,,
25,,,,5. Verify quote document does not contain any default or incorrect Per Day Limit value,5. Per Day Limit field in document should be blank/empty,,,,,
25,,,,6. Bind and issue policy,6. Policy should be issued successfully,,,,,
25,,,,7. Verify issued policy also shows blank Per Day Limit,7. Issued policy document should have blank Per Day Limit field,,,,,
26,Manual,TC26_Negative - Form Version Mismatch Should Not Impact Per Day Limit Non-Mandatory Status_Fleet_Policy Change,The objective of this test case is to validate that Per Day Limit remains non-mandatory regardless of form version,1. Load an existing Fleet policy with AB-SEF20 U form,1. Policy should be loaded successfully,,,,,
26,,,,2. Initiate policy change transaction,2. Policy change should be initiated,,,,,
26,,,,3. If form version update is available during PC, select updated form version,3. Form version should be updateable,,,,,
26,,,,4. Verify Per Day Limit field is still non-mandatory in new version,4. New form version should also have non-mandatory Per Day Limit,,,,,
26,,,,5. Leave Per Day Limit blank and complete pricing,5. Pricing should complete successfully,,,,,
27,Manual,TC27_Verify Per Day Limit Non-Mandatory for ABSEF20U0622_Fleet_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for ABSEF20U0622 form version,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 Form Version,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
27,,,,2. Create a Domestic submission with Fleet LOB,2. Submission should be created successfully,,,,,
27,,,,3. Configure Fleet and select ABSEF20U0622 form,3. Form should be available and selectable,,,,,
27,,,,4. Verify Per Day Limit field is displayed but not mandatory,4. Field should be visible and non-mandatory,,,,,
27,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding without Per Day Limit,,,,,
27,,,,6. Complete pricing and quote generation,6. Quote should be generated successfully,,,,,
28,Manual,TC28_Verify Per Day Limit Non-Mandatory for FANB20G0910_IRCA_New Business,The objective of this test case is to validate that Per Day Limit is non-mandatory for FANB20G0910 form version,1. Navigate to Phoenix submission creation screen,1. User should be able to view the submission creation screen,Commercial Auto/CAMS-2275 IRCA Form Version,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
28,,,,2. Create a Domestic submission with IRCA LOB,2. Submission should be created successfully,,,,,
28,,,,3. Select base jurisdiction and configure IRCA,3. IRCA should be configured,,,,,
28,,,,4. Select FANB20G0910 form and verify Per Day Limit is non-mandatory,4. Form should be selectable without Per Day Limit requirement,,,,,
28,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding,,,,,
28,,,,6. Complete risk analysis and pricing,6. Pricing should complete successfully,,,,,
29,Manual,TC29_Verify Per Day Limit Non-Mandatory for NBEF20U0910_Fleet_Renewal,The objective of this test case is to validate that Per Day Limit is non-mandatory for NBEF20U0910 form version during renewal,1. Navigate to renewal submission screen,1. User should be able to access renewal workflow,Commercial Auto/CAMS-2275 Renewal Form Version,ToDo,Commercial Auto,CAMS-2275,Medium,Positive
29,,,,2. Load existing Fleet policy for renewal,2. Policy should be loaded successfully,,,,,
29,,,,3. Initiate renewal transaction,3. Renewal should be initiated,,,,,
29,,,,4. Select NBEF20U0910 form and verify Per Day Limit is non-mandatory,4. Form should be available without Per Day Limit requirement,,,,,
29,,,,5. Leave Per Day Limit blank and proceed,5. System should allow proceeding,,,,,
29,,,,6. Complete pricing and quote generation,6. Quote should be generated with blank Per Day Limit,,,,,
30,Manual,TC30_Verify Per Day Limit Non-Mandatory for NLSEF20U0120_IRCA_Policy Change,The objective of this test case is to validate that Per Day Limit is non-mandatory for NLSEF20U0120 form version during policy change,1. Load existing IRCA policy for policy change,1. Policy should be loaded successfully,,,,,
30,,,,2. Initiate policy change transaction,2. Policy change should be initiated,,,,,
30,,,,3. Add NLSEF20U0120 form and verify Per Day Limit is non-mandatory,3. Form should be selectable without Per Day Limit requirement,,,,,
30,,,,4. Leave Per Day Limit blank and proceed,4. System should allow proceeding,,,,,
30,,,,5. Complete pricing and quote generation,5. Quote should be generated successfully,,,,,
31,Manual,TC31_Verify Per Day Limit Non-Mandatory for NSEF20U1113_Fleet_Rewrite,The objective of this test case is to validate that Per Day Limit is non-mandatory for NSEF20U1113 form version during rewrite,1. Load existing Fleet policy for rewrite,1. Policy should be loaded successfully,,,,,
31,,,,2. Initiate rewrite transaction,2. Rewrite should be initiated,,,,,
31,,,,3. Select NSEF20U1113 form and verify Per Day Limit is non-mandatory,3. Form should be available without Per Day Limit requirement,,,,,
31,,,,4. Leave Per Day Limit blank and proceed,4. System should allow proceeding,,,,,
31,,,,5. Complete pricing and quote generation,6. Quote should be generated with blank Per Day Limit,,,,,
32,Manual,TC32_Verify Per Day Limit Non-Mandatory for OPCF20U0394_IRCA_Reinstatement,The objective of this test case is to validate that Per Day Limit is non-mandatory for OPCF20U0394 form version during reinstatement,1. Load cancelled IRCA policy for reinstatement,1. Policy should be loaded successfully,,,,,
32,,,,2. Initiate reinstatement transaction,2. Reinstatement should be initiated,,,,,
32,,,,3. Add OPCF20U0394 form and verify Per Day Limit is non-mandatory,3. Form should be selectable without Per Day Limit requirement,,,,,
32,,,,4. Leave Per Day Limit blank and complete configuration,4. System should allow proceeding,,,,,
32,,,,5. Complete pricing and quote generation,5. Quote should be generated successfully,,,,,
33,Manual,TC33_Verify Per Day Limit Non-Mandatory for PESEF20U1015_Fleet_Policy Change,The objective of this test case is to validate that Per Day Limit is non-mandatory for PESEF20U1015 form version during policy change,1. Load existing Fleet policy for policy change,1. Policy should be loaded successfully,,,,,
33,,,,2. Initiate policy change transaction,2. Policy change should be initiated,,,,,
33,,,,3. Add PESEF20U1015 form and verify Per Day Limit is non-mandatory,3. Form should be selectable without Per Day Limit requirement,,,,,
33,,,,4. Leave Per Day Limit blank and proceed,4. System should allow proceeding,,,,,
33,,,,5. Complete pricing and quote generation,5. Quote should be generated successfully,,,,,
