TC ID,Test Type,Test Case Name,Description,Action,Expected Result,Test Repository Path,Status,Components,User Story,Priority,Scenario Type
1,Manual,TC01_ZC3676_NewBusiness_English_FormInference_AC1,"The objective of this test case is to validate that ZC3676 exclusion with English language preference correctly infers ZC3676U 0325a form during binding process in New Business transaction","1. Initiate a New Business submission in Phoenix","1. New Business submission creation screen is displayed",MM-CAMS-3321/NewBusiness/English,ToDo,Middle Market,CAMS-3321,High,Positive
5,,,"9. Verify ZC3676U 0325a form is inferred in policy change","9. ZC3676U 0325a form is present in forms list",,,,,,
5,,,"10. Verify old version form ZC3676 0325 is NOT present","10. Old form ZC3676 0325 is not displayed",,,,,,
6,Manual,TC06_ZC3676_PolicyChange_French_FormInference,"The objective of this test case is to validate that ZC3676 exclusion added during Policy Change with French language preference correctly infers ZC3676G 0325a form during binding process","1. Create and bind a New Business policy with Umbrella LOB in French language","1. New Business policy is created and bound successfully",MM-CAMS-3321/PolicyChange/French,ToDo,Middle Market,CAMS-3321,High,Positive
6,,,"2. Initiate a Policy Change (Inception) submission in Phoenix","2. Policy Change submission is created successfully",,,,,,
6,,,"3. Navigate to Umbrella LOB screen and verify French language preference is maintained","3. Language preference is set to French",,,,,,
6,,,"4. Select ZC3676 - Designated Prof Services Exclusion from available exclusions","4. ZC3676 exclusion is selected and added to policy",,,,,,
6,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated with valid data",,,,,,
6,,,"6. Proceed to binding process (Price)","6. Pricing is successful for policy change",,,,,,
6,,,"7. Click Bind button to bind the policy change","7. Binding is successful for policy change submission",,,,,,
6,,,"8. Navigate to Forms screen to validate inferred forms","8. Forms screen is displayed showing all forms for policy change",,,,,,
6,,,"9. Verify ZC3676G 0325a form is inferred in policy change","9. ZC3676G 0325a form is present in forms list",,,,,,
6,,,"10. Verify old version form ZC3676 0325 is NOT present","10. Old form ZC3676 0325 is not displayed",,,,,,
7,Manual,TC07_ZC3676_PolicyChangeMidterm_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion added during Policy Change Midterm with English language preference correctly infers ZC3676U 0325a form","1. Create and bind a New Business policy with Umbrella LOB in English language","1. New Business policy is created and bound successfully",MM-CAMS-3321/PolicyChangeMidterm/English,ToDo,Middle Market,CAMS-3321,Medium,Positive
7,,,"2. Initiate a Policy Change Midterm submission in Phoenix","2. Policy Change Midterm submission is created successfully",,,,,,
7,,,"3. Navigate to Umbrella LOB screen","3. UMB LOB screen is displayed with all required fields",,,,,,
7,,,"4. Select ZC3676 - Designated Prof Services Exclusion","4. ZC3676 exclusion is selected successfully",,,,,,
7,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated with valid data",,,,,,
7,,,"6. Proceed to binding process (Price)","6. Pricing is successful for midterm policy change",,,,,,
7,,,"7. Click Bind button","7. Binding is successful",,,,,,
7,,,"8. Navigate to Forms screen","8. Forms screen is displayed showing all forms",,,,,,
7,,,"9. Verify ZC3676U 0325a form is inferred","9. ZC3676U 0325a form is present in forms list",,,,,,
8,Manual,TC08_ZC3676_PolicyChangeOOS_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion added during Policy Change Out of Sequence with English language preference correctly infers ZC3676U 0325a form","1. Create and bind a New Business policy with Umbrella LOB in English language","1. New Business policy is created and bound successfully",MM-CAMS-3321/PolicyChangeOOS/English,ToDo,Middle Market,CAMS-3321,Medium,Positive
8,,,"2. Initiate a Policy Change Out of Sequence (OOS) submission in Phoenix","2. Policy Change OOS submission is created successfully",,,,,,
8,,,"3. Navigate to Umbrella LOB screen","3. UMB LOB screen is displayed with all required fields",,,,,,
8,,,"4. Select ZC3676 - Designated Prof Services Exclusion","4. ZC3676 exclusion is selected successfully",,,,,,
8,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated with valid data",,,,,,
8,,,"6. Proceed to binding process (Price)","6. Pricing is successful for OOS policy change",,,,,,
8,,,"7. Click Bind button","7. Binding is successful",,,,,,
8,,,"8. Navigate to Forms screen","8. Forms screen is displayed showing all forms",,,,,,
8,,,"9. Verify ZC3676U 0325a form is inferred","9. ZC3676U 0325a form is present in forms list",,,,,,
9,Manual,TC09_ZC3676_Renewal_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion with English language preference correctly infers ZC3676U 0325a form during Renewal binding process","1. Create, bind and renew a New Business policy with Umbrella LOB in English language","1. New Business policy is created, bound, and renewal is initiated successfully",MM-CAMS-3321/Renewal/English,ToDo,Middle Market,CAMS-3321,High,Positive
9,,,"2. Initiate Renewal submission in Phoenix","2. Renewal submission is created successfully",,,,,,
9,,,"3. Navigate to Umbrella LOB screen","3. UMB LOB screen is displayed with all required fields",,,,,,
9,,,"4. Verify ZC3676 exclusion is still applicable to renewal policy","4. ZC3676 exclusion status and availability is verified",,,,,,
9,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated with valid data",,,,,,
9,,,"6. Proceed to binding process (Price)","6. Pricing is successful for renewal",,,,,,
9,,,"7. Click Bind button","7. Binding is successful",,,,,,
9,,,"8. Navigate to Forms screen","8. Forms screen is displayed showing all renewal forms",,,,,,
9,,,"9. Verify ZC3676U 0325a form is inferred for renewal","9. ZC3676U 0325a form is present in renewal forms list",,,,,,
10,Manual,TC10_ZC3676_Renewal_French_FormInference,"The objective of this test case is to validate that ZC3676 exclusion with French language preference correctly infers ZC3676G 0325a form during Renewal binding process","1. Create, bind and renew a New Business policy with Umbrella LOB in French language","1. New Business policy is created, bound, and renewal is initiated successfully",MM-CAMS-3321/Renewal/French,ToDo,Middle Market,CAMS-3321,High,Positive
10,,,"2. Initiate Renewal submission in Phoenix","2. Renewal submission is created successfully",,,,,,
10,,,"3. Navigate to Umbrella LOB screen","3. UMB LOB screen is displayed with all required fields",,,,,,
10,,,"4. Verify ZC3676 exclusion is still applicable to renewal policy","4. ZC3676 exclusion status and availability is verified",,,,,,
10,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated with valid data",,,,,,
10,,,"6. Proceed to binding process (Price)","6. Pricing is successful for renewal",,,,,,
10,,,"7. Click Bind button","7. Binding is successful",,,,,,
10,,,"8. Navigate to Forms screen","8. Forms screen is displayed showing all renewal forms",,,,,,
10,,,"9. Verify ZC3676G 0325a form is inferred for renewal","9. ZC3676G 0325a form is present in renewal forms list",,,,,,
11,Manual,TC11_ZC3676_CancelReinstate_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion with English language preference correctly infers ZC3676U 0325a form in Cancel and Reinstate transaction","1. Create and bind a New Business policy with ZC3676 exclusion in English language","1. New Business policy with ZC3676 is created and bound successfully",MM-CAMS-3321/CancelReinstate/English,ToDo,Middle Market,CAMS-3321,Medium,Positive
11,,,"2. Initiate Cancel submission in Phoenix","2. Cancel submission is created successfully",,,,,,
11,,,"3. Complete cancel process and bind the cancellation","3. Cancellation is processed and bound successfully",,,,,,
11,,,"4. Initiate Reinstate submission in Phoenix","4. Reinstate submission is created successfully",,,,,,
11,,,"5. Navigate to Umbrella LOB screen","5. UMB LOB screen is displayed with all required fields",,,,,,
11,,,"6. Verify ZC3676 exclusion is available for reinstatement","6. ZC3676 exclusion is displayed as available option",,,,,,
11,,,"7. Select or confirm ZC3676 exclusion for reinstate","7. ZC3676 exclusion is selected for reinstate transaction",,,,,,
11,,,"8. Fill all mandatory fields and proceed to binding (Price & Bind)","8. Pricing and Binding are successful for reinstate",,,,,,
11,,,"9. Navigate to Forms screen","9. Forms screen is displayed showing all reinstate forms",,,,,,
11,,,"10. Verify ZC3676U 0325a form is inferred in reinstate transaction","10. ZC3676U 0325a form is present in forms list",,,,,,
12,Manual,TC12_ZC3676_CancelRewrite_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion with English language preference correctly infers ZC3676U 0325a form in Cancel and Rewrite transaction","1. Create and bind a New Business policy with ZC3676 exclusion in English language","1. New Business policy with ZC3676 is created and bound successfully",MM-CAMS-3321/CancelRewrite/English,ToDo,Middle Market,CAMS-3321,Medium,Positive
12,,,"2. Initiate Cancel submission in Phoenix","2. Cancel submission is created successfully",,,,,,
12,,,"3. Complete cancel process and bind the cancellation","3. Cancellation is processed and bound successfully",,,,,,
12,,,"4. Initiate Rewrite submission in Phoenix","4. Rewrite submission is created successfully",,,,,,
12,,,"5. Navigate to Umbrella LOB screen","5. UMB LOB screen is displayed with all required fields",,,,,,
12,,,"6. Select ZC3676 - Designated Prof Services Exclusion for rewrite","6. ZC3676 exclusion is selected for rewrite transaction",,,,,,
12,,,"7. Fill all mandatory fields in UMB screen","7. All mandatory fields are populated with valid data",,,,,,
12,,,"8. Proceed to binding process (Price & Bind)","8. Pricing and Binding are successful for rewrite",,,,,,
12,,,"9. Navigate to Forms screen","9. Forms screen is displayed showing all rewrite forms",,,,,,
12,,,"10. Verify ZC3676U 0325a form is inferred in rewrite transaction","10. ZC3676U 0325a form is present in forms list",,,,,,
13,Manual,TC13_ZC3676_UIValidation_ExclusionDisplayOnUMB,"The objective of this test case is to validate that ZC3676 exclusion option is properly displayed, accessible, and selectable on the Umbrella LOB screen in New Business submission","1. Initiate a New Business submission in Phoenix","1. New Business submission creation screen is displayed",MM-CAMS-3321/UIValidation/ExclusionDisplay,ToDo,Middle Market,CAMS-3321,High,Positive
13,,,"2. Navigate to Umbrella LOB screen","2. UMB LOB screen is displayed with all components",,,,,,
13,,,"3. Locate ZC3676 exclusion option in the exclusions section","3. ZC3676 exclusion option is visible and accessible on the screen",,,,,,
13,,,"4. Verify ZC3676 exclusion label is clearly displayed with description","4. Label displays ""ZC3676 - Designated Professional Services Exclusion"" with proper description",,,,,,
13,,,"5. Verify ZC3676 exclusion is selectable (checkbox or radio button)","5. ZC3676 exclusion control is clickable and responsive",,,,,,
13,,,"6. Click to select ZC3676 exclusion","6. ZC3676 exclusion is selected and highlighted/checked on the screen",,,,,,
13,,,"7. Verify UI feedback when exclusion is selected","7. UI provides visual feedback (highlight, checkbox marked) indicating successful selection",,,,,,
13,,,"8. Deselect ZC3676 exclusion","8. ZC3676 exclusion is deselected successfully",,,,,,
13,,,"9. Verify UI updates when exclusion is deselected","9. UI updates to show exclusion is no longer selected",,,,,,
14,Manual,TC14_ZC3676_DocumentValidation_FormPresenceInQuote,"The objective of this test case is to validate that ZC3676 0325a form is properly attached and displayed in the Quote document","1. Create and initiate binding for New Business policy with ZC3676 exclusion in English language","1. Policy reaches binding stage successfully",MM-CAMS-3321/DocumentValidation/QuoteForm,ToDo,Middle Market,CAMS-3321,High,Positive
14,,,"2. Click Quote button to generate quote document","2. Quote document is generated successfully",,,,,,
14,,,"3. Open and review Quote document","3. Quote document opens and displays all policy forms and details",,,,,,
14,,,"4. Locate ZC3676 form in Quote document","4. ZC3676U 0325a form is present in the Quote document",,,,,,
14,,,"5. Verify form edition and version information in quote","5. Form displays as ZC3676U 0325a with correct edition date and version",,,,,,
14,,,"6. Verify form content in quote matches new version specification","6. Form content displays without highlighted lines, matching new version",,,,,,
15,Manual,TC15_ZC3676_DocumentValidation_FormPresenceInBinder,"The objective of this test case is to validate that ZC3676 0325a form is properly attached and displayed in the Binder document","1. Create, price, and bind a New Business policy with ZC3676 exclusion in French language","1. Policy is priced and binding initiated successfully",MM-CAMS-3321/DocumentValidation/BinderForm,ToDo,Middle Market,CAMS-3321,High,Positive
15,,,"2. Review Binder document after binding","2. Binder document is generated and displayed",,,,,,
15,,,"3. Locate ZC3676 form in Binder document","3. ZC3676G 0325a form is present in the Binder document",,,,,,
15,,,"4. Verify form edition and version information in binder","4. Form displays as ZC3676G 0325a with correct edition date and version",,,,,,
15,,,"5. Verify form content in binder matches new version specification","5. Form content displays correctly without highlighted lines",,,,,,
16,Manual,TC16_ZC3676_DocumentValidation_FormPresenceInIssuedPolicy,"The objective of this test case is to validate that ZC3676 0325a form is properly attached and displayed in the Issued Policy document","1. Create, price, bind, and issue a New Business policy with ZC3676 exclusion","1. Policy is created, priced, bound, and issued successfully",MM-CAMS-3321/DocumentValidation/IssuedPolicyForm,ToDo,Middle Market,CAMS-3321,High,Positive
16,,,"2. Navigate to Issued Policy document in Forms screen","2. Forms screen displays all forms for issued policy",,,,,,
16,,,"3. Open Issued Policy document","3. Issued Policy document opens and displays complete policy documents",,,,,,
16,,,"4. Locate ZC3676 form in Issued Policy","4. ZC3676 0325a form (English or French based on language) is present",,,,,,
16,,,"5. Verify form edition and version in issued policy","5. Form displays correct version and edition date",,,,,,
16,,,"6. Verify form content in issued policy matches new version","6. Form content matches new version specification without highlighted lines",,,,,,
17,Manual,TC17_ZC3676_NegativeCase_NoExclusionSelected_NoFormInferred,"The objective of this test case is to validate that when ZC3676 exclusion is NOT selected in Umbrella LOB, the ZC3676 form is NOT inferred in any transaction type","1. Initiate a New Business submission in Phoenix","1. New Business submission creation screen is displayed",MM-CAMS-3321/NegativeCase/NoExclusionSelected,ToDo,Middle Market,CAMS-3321,High,Negative
17,,,"2. Navigate to Umbrella LOB screen","2. UMB LOB screen is displayed",,,,,,
17,,,"3. Fill all mandatory fields WITHOUT selecting ZC3676 exclusion","3. All mandatory UMB fields are populated, ZC3676 remains unselected",,,,,,
17,,,"4. Proceed to binding process (Price)","4. Pricing is successful despite ZC3676 not being selected",,,,,,
17,,,"5. Click Bind button","5. Binding is successful",,,,,,
17,,,"6. Navigate to Forms screen","6. Forms screen displays all inferred forms",,,,,,
17,,,"7. Verify ZC3676U 0325a form is NOT inferred or displayed","7. ZC3676U 0325a form is not present in forms list",,,,,,
17,,,"8. Verify ZC3676G 0325a form is NOT inferred or displayed","8. ZC3676G 0325a form is not present in forms list",,,,,,
17,,,"9. Verify old version ZC3676 0325 form is also NOT present","9. Old form ZC3676 0325 is not displayed (retired)",,,,,,
18,Manual,TC18_ZC3676_NegativeCase_OldFormNotInferred_PolicyChange,"The objective of this test case is to validate that the old version ZC3676 0325 form is never inferred even when ZC3676 exclusion is selected during Policy Change (form retirement)","1. Create and bind a New Business policy with ZC3676 exclusion in English language","1. New Business policy with ZC3676 is created and bound successfully",MM-CAMS-3321/NegativeCase/OldFormPolicyChange,ToDo,Middle Market,CAMS-3321,High,Negative
18,,,"2. Initiate a Policy Change submission in Phoenix","2. Policy Change submission is created successfully",,,,,,
18,,,"3. Navigate to Umbrella LOB screen","3. UMB LOB screen is displayed",,,,,,
18,,,"4. Select ZC3676 exclusion (already present on policy)","4. ZC3676 exclusion is confirmed/selected",,,,,,
18,,,"5. Fill all mandatory fields in UMB screen","5. All mandatory fields are populated",,,,,,
18,,,"6. Proceed to binding (Price & Bind)","6. Pricing and Binding successful",,,,,,
18,,,"7. Navigate to Forms screen","7. Forms screen is displayed",,,,,,
18,,,"8. Search for old form version ZC3676 0325 in forms list","8. Old form ZC3676 0325 is NOT found or displayed",,,,,,
18,,,"9. Verify only new version form is present in policy change","9. Only ZC3676U or ZC3676G 0325a (new versions) are inferred, old form is retired",,,,,,
19,Manual,TC19_ZC3676_NegativeCase_IncorrectLanguageForm,"The objective of this test case is to validate that when language preference is English, the French version form ZC3676G 0325a is NOT inferred and vice versa","1. Initiate a New Business submission in Phoenix with English language preference","1. New Business submission is created in English",MM-CAMS-3321/NegativeCase/IncorrectLanguageForm,ToDo,Middle Market,CAMS-3321,Medium,Negative
19,,,"2. Navigate to Umbrella LOB screen and select ZC3676 exclusion","2. ZC3676 exclusion is selected",,,,,,
19,,,"3. Proceed to binding (Price & Bind)","3. Pricing and Binding successful with English language",,,,,,
19,,,"4. Navigate to Forms screen","4. Forms screen is displayed",,,,,,
19,,,"5. Verify ZC3676U 0325a (English) form is inferred","5. ZC3676U 0325a form is present",,,,,,
19,,,"6. Verify ZC3676G 0325a (French) form is NOT inferred","6. ZC3676G 0325a form is not displayed when language is English",,,,,,
19,,,"7. Create another submission with French language preference","7. New Business submission is created in French",,,,,,
19,,,"8. Select ZC3676 exclusion and bind","8. ZC3676 exclusion is selected and policy is bound",,,,,,
19,,,"9. Navigate to Forms screen for French submission","9. Forms screen displays French submission forms",,,,,,
19,,,"10. Verify ZC3676G 0325a (French) form is inferred","10. ZC3676G 0325a form is present",,,,,,
19,,,"11. Verify ZC3676U 0325a (English) form is NOT inferred in French submission","11. ZC3676U 0325a form is not displayed when language is French",,,,,,
20,Manual,TC20_ZC3676_NegativeCase_MissingMandatoryFields_PreventBinding,"The objective of this test case is to validate that when mandatory UMB fields are missing, the system prevents proceeding to binding and generates appropriate error messages","1. Initiate a New Business submission in Phoenix","1. New Business submission is created",MM-CAMS-3321/NegativeCase/MissingMandatoryFields,ToDo,Middle Market,CAMS-3321,Medium,Negative
20,,,"2. Navigate to Umbrella LOB screen","2. UMB LOB screen is displayed",,,,,,
20,,,"3. Select ZC3676 exclusion","3. ZC3676 exclusion is selected",,,,,,
20,,,"4. Leave one or more mandatory UMB fields blank/unpopulated","4. Mandatory field(s) remain empty",,,,,,
20,,,"5. Attempt to click Price button","5. Price button click is blocked or generates error",,,,,,
20,,,"6. Verify error message displays for missing mandatory field(s)","6. Clear error message is displayed indicating which field(s) are required",,,,,,
20,,,"7. Verify binding process cannot be initiated","7. Binding process is not available until all mandatory fields are filled",,,,,,
21,Manual,TC21_ZC3676_ProducedScope_English_FormInference,"The objective of this test case is to validate that ZC3676 exclusion correctly infers ZC3676U 0325a form in Produced scope submissions with English language preference","1. Create New Business submission with Produced scope selection in Phoenix","1. New Business submission with Produced scope is created",MM-CAMS-3321/ProducedScope/English,ToDo,Middle Market,CAMS-3321,Medium,Positive
21,,,"2. Navigate to Umbrella LOB screen and set language to English","2. UMB LOB screen displayed with English language preference",,,,,,
21,,,"3. Select ZC3676 - Designated Prof Services Exclusion","3. ZC3676 exclusion is selected",,,,,,
21,,,"4. Fill all mandatory UMB fields for Produced scope","4. All mandatory fields are populated",,,,,,
21,,,"5. Proceed to binding (Price & Bind)","5. Pricing and Binding successful for Produced scope",,,,,,
21,,,"6. Navigate to Forms screen","6. Forms screen is displayed for Produced scope submission",,,,,,
21,,,"7. Verify ZC3676U 0325a form is inferred in Produced scope","7. ZC3676U 0325a form is present for Produced scope submission",,,,,,
22,Manual,TC22_ZC3676_ProducedScope_French_FormInference,"The objective of this test case is to validate that ZC3676 exclusion correctly infers ZC3676G 0325a form in Produced scope submissions with French language preference","1. Create New Business submission with Produced scope selection in Phoenix","1. New Business submission with Produced scope is created",MM-CAMS-3321/ProducedScope/French,ToDo,Middle Market,CAMS-3321,Medium,Positive
22,,,"2. Navigate to Umbrella LOB screen and set language to French","2. UMB LOB screen displayed with French language preference",,,,,,
22,,,"3. Select ZC3676 - Designated Prof Services Exclusion","3. ZC3676 exclusion is selected",,,,,,
22,,,"4. Fill all mandatory UMB fields for Produced scope","4. All mandatory fields are populated",,,,,,
22,,,"5. Proceed to binding (Price & Bind)","5. Pricing and Binding successful for Produced scope",,,,,,
22,,,"6. Navigate to Forms screen","6. Forms screen is displayed for Produced scope submission",,,,,,
22,,,"7. Verify ZC3676G 0325a form is inferred in Produced scope","7. ZC3676G 0325a form is present for Produced scope submission",,,,,,
23,Manual,TC23_ZC3676_MultipleExclusions_FormInference,"The objective of this test case is to validate that when ZC3676 is selected along with other exclusions, ZC3676 0325a form is correctly inferred without conflicts","1. Initiate a New Business submission in Phoenix with English language preference","1. New Business submission is created in English",MM-CAMS-3321/MultipleExclusions/FormInference,ToDo,Middle Market,CAMS-3321,Medium,Positive
23,,,"2. Navigate to Umbrella LOB screen","2. UMB LOB screen is displayed with all available exclusions",,,,,,
23,,,"3. Select ZC3676 - Designated Prof Services Exclusion","3. ZC3676 exclusion is selected",,,,,,
23,,,"4. Select one or more additional exclusions (if available on UMB)","4. Additional exclusions are selected without conflict",,,,,,
23,,,"5. Fill all mandatory UMB fields","5. All mandatory fields are populated with valid data",,,,,,
23,,,"6. Proceed to binding (Price & Bind)","6. Pricing and Binding successful with multiple exclusions",,,,,,
23,,,"7. Navigate to Forms screen","7. Forms screen displays all inferred forms",,,,,,
23,,,"8. Verify ZC3676U 0325a form is inferred along with other forms","8. ZC3676U 0325a form is present in forms list along with other applicable forms",,,,,,
23,,,"9. Verify no form conflicts or duplicates exist","9. All forms display correctly without duplicates or conflicts",,,,,,
24,Manual,TC24_ZC3676_Renewal_French_OldFormNotPresent,"The objective of this test case is to validate that old version ZC3676 0325 form is NOT inferred during Renewal transaction with French language preference","1. Create, bind and renew a New Business policy with ZC3676 exclusion in French language","1. New Business policy with ZC3676 is created and renewed successfully",MM-CAMS-3321/Renewal/OldFormNotPresent,ToDo,Middle Market,CAMS-3321,Medium,Negative
24,,,"2. Initiate Renewal submission in Phoenix","2. Renewal submission is created successfully",,,,,,
24,,,"3. Navigate to Umbrella LOB screen with French language","3. UMB LOB screen is displayed with French language preference",,,,,,
24,,,"4. Verify ZC3676 exclusion is still applicable","4. ZC3676 exclusion is available for renewal",,,,,,
24,,,"5. Fill all mandatory fields and proceed to binding","5. Pricing and Binding successful",,,,,,
24,,,"6. Navigate to Forms screen","6. Forms screen is displayed",,,,,,
24,,,"7. Search for old form version ZC3676 0325","7. Old form ZC3676 0325 is NOT present in renewal forms",,,,,,
24,,,"8. Verify ZC3676G 0325a is the only language-specific form inferred","8. Only new version forms are displayed for renewal",,,,,,
25,Manual,TC25_ZC3676_LanguagePreferenceChange_FormVersionSwitch,"The objective of this test case is to validate that changing language preference dynamically switches the inferred form version from English to French","1. Create New Business submission with English language preference","1. Submission created with English language",,MM-CAMS-3321/LanguagePreference/FormVersionSwitch,ToDo,Middle Market,CAMS-3321,Medium,Positive
